식품명,단백질(g),지방(g),탄수화물(g),당류(g),에너지(kcal)
크로플_눈꽃 카스텔라 범벅 크로플 커스터드 카스텔라,5.56,11.11,41.11,12.22,301
크로플_단팥생크림 크로플,6.32,,,6.32,387
크로플_달콤고소 인절미 크로플,8.75,15,36.25,10,325
크로플_딸기 아이스크림 크로플,6.5,13.8,19.6,18.8,235
크로플_딸기 아이스크림 크로플,3.41,7.32,22.93,13.66,179
크로플_딸기크림 크로플,5.81,,,20.93,373
크로플_땅콩범벅이 고소한 초코 크로플,10.91,27.27,54.55,27.27,458
크로플_로투스 크로플 생크림,5,10,36,12,267
크로플_로투스 크로플 초코커스터드크림,6,15,47,18,356
크로플_로투스 크로플 커스터드크림,6,13,44,15,323
크로플_루비자몽생크림 크로플,6,,,6,383
크로플_리얼초코 아이스크림 크로플,4.12,,,15.88,290
크로플_마약크림 딸기 크로플,4,14,25,12,221
크로플_마약크림 브륄레 크로플,4,15,21,17,232
크로플_마약크림 티라미슈 크로플,5,13.7,26.5,13,240
크로플_말차티라미수 크로플,6.67,,,11.43,351
크로플_매력무엇 돼지바 크로플,5,9.17,67.5,42.5,375
크로플_메이플 크로플,5.33,,,26.67,360
크로플_목구멍이 포도 청포도 크로플 생크림,3.64,6.36,26.36,9.09,185
크로플_목구멍이 포도청포도 크로플 커스터드크림,4.55,8.18,33.64,11.82,235
크로플_바나나누텔라 크로플,5.22,,,16.52,294
크로플_바나나생크림누텔라 크로플,4.24,,,15.76,308
크로플_바닐라 아이스크림 크로플,6.8,15.2,18,17,231
크로플_바닐라 아이스크림 크로플,3.41,11.22,18.54,10.24,168
크로플_버터 크로플,9.09,,,9.09,425
크로플_베리크런치 아이스크림 크로플,3.16,,,22.11,244
크로플_붕X싸만코 크로플,5,11.46,18.5,10,221
크로플_붕어둥절 붕어싸만코 크로플,4,8,38,15,252
크로플_브라운 치즈 크로플,6.32,,,27.37,293
크로플_브라운 치즈 크로플,6,12.5,20,10,228
크로플_브라운치즈 아이스크림 크로플,9.09,,,9.09,425
크로플_블루베리생크림 크로플,4.29,,,21.43,338
크로플_블루베리 아이스크림 크로플,2.7,,,20,225
크로플_블루베리요거트 아이스크림 크로플,3.41,7.32,23.41,14.63,175
크로플_블루베리크림치즈 크로플,5.5,,,21.1,327
크로플_블루베리크림 크로플,5.75,,,19.54,368
크로플_사과품은 크로플,4,10,20,15,220
크로플_생딸기생크림 크로플,4.49,,,7.69,272
크로플_생초콜릿생크림 크로플,5.1,,,17.2,415
크로플_생크림 고구마구마 크로플,4,7,38,16,244
크로플_생크림 과일폭탄 크로플,7.3,14,27.7,18.7,245
크로플_생크림 돼지바 크로플,5,11.48,15.8,13,220
크로플_생크림 듬뿍 딸기 크로플 딸기청,4,7,28,8,217
크로플_생크림 듬뿍 딸기 크로플 생딸기,3.23,4.52,19.35,5.81,112
크로플_생크림 듬뿍 망고 크로플,3.48,6.09,29.57,11.3,160
크로플_생크림 듬뿍 블루베리 크로플,3.64,6.36,30,11.82,163
크로플_생크림 딸기 크로플,4,14,23,10,235
크로플_생크림 딸기잼 크로플,5,7,68,45,360
크로플_생크림 로투스 크로플,4.3,15.2,27.5,11,265
크로플_생크림 망고 크로플,4,14,25,10,219
크로플_생크림 망고치즈케이크 크로플,6,13,27,16,253
크로플_생크림 블루베리 크로플,4,13,22.7,8,215
크로플_생크림 샤인머스캣 크로플,4,14,21.2,9,226
크로플_생크림 애플잼 크로플,4,7,91,65,457
크로플_생크림 오레오 크로플,5,15.5,33,20,288
크로플_생크림 위에 뛰노는 큐브퐁듀 크로플,5,12.5,33.33,15.83,275
크로플_생크림 큐브망고 크로스 크로플,3.81,6.67,30.48,11.43,206
크로플_생크림 큐브블루베리 크로스 크로플,3.81,6.67,30.48,12.38,208
크로플_생크림 크로플,5.71,,,11.43,386
크로플_생크림누텔라 크로플,5.98,,,16.24,401
크로플_생크림인절미 크로플,6.36,11.82,28.18,9.09,253
크로플_아몬드카라멜 아이스크림 크로플,3.03,,,18.79,255
크로플_아이스크림 크로플,6,,,21,353
크로플_아이스크림 크로플,1.27,,,16.4,350
크로플_앙증맞은 앙버터 크로플,5.56,27.78,38.89,11.11,431
크로플_애플사과 시나몬 크로플,5,7.5,46.25,20,288
크로플_애플생크림 크로플,4.29,,,16.43,315
크로플_애플시나몬 크로플,4.81,,,18.27,288
크로플_약과 크림 크로플,7.83,,,21.74,345
크로플_오레오 크로플 생크림,4.55,9.09,36.36,10,235
크로플_오레오 크로플 초코커스터드크림,5,14,45,15,322
크로플_오레오 크로플 커스터드크림,5,12,42,12,289
크로플_오레오생크림 크로플,5.56,,,15.08,399
크로플_와플보다 맛있는 플레인 크로플 빵,7,0.8,60,1,275
크로플_인생팥 크로플,6.5,12,24.7,17.7,239
크로플_인절미 연유 크로플,7.5,,47.5,11.25,486
크로플_인절미 크로플,5,12,30,13.5,230
크로플_전여친 생각 크로플 생크림,5,7,68,45,360
크로플_전여친 생각 크로플 크림치즈,6.36,18.18,28.18,10,305
크로플_체다치즈 크로플,4,13,18,9,222
크로플_초땅 반반크로스 크로플,8.33,23.15,64.81,36.11,472
크로플_초코 아이스크림 크로플,7,14.9,18.7,17.2,234
크로플_초코 아이스크림 크로플,3.41,8.78,22.93,13.66,188
크로플_초코 크로플,6.67,,46.67,10.67,493
크로플_초코벌집 크로플,7.41,,,20.99,463
크로플_초코크림 크로플,5.88,,,21.18,381
크로플_초코퐁듀 크로플,7.41,,,20.99,463
크로플_치즈몽땅 크로플,10.23,19.32,32.95,10.23,300
크로플_치즈범벅 크로플,5,15,25,11,235
크로플_카라멜 브라운치즈 크로플,8,16,42.67,14.67,359
크로플_카라멜 크로플,6.67,,46.67,10.67,493
크로플_카야치즈 크로플,5.88,,,29.19,562
크로플_카이막 크로플,6,14.75,15,11,220
크로플_커스터드 브륄레 크로플,5.56,10,45.56,20,310
크로플_커스터드에 반한 딸기 크로플 딸기청,5,9,35,11,273
크로플_커스터드에 반한 딸기 크로플 생딸기,5,9,33,9,267
크로플_쿠앤크 아이스크림 크로플,6,14,19,15,233
크로플_쿠앤크 아이스크림 크로플,3.41,8.29,21.95,12.2,182
크로플_크림치즈 엎은 누텔라 크로플,7.62,21.9,29.52,10.48,351
크로플_크림치즈 크로플,7.23,,,10.84,363
크로플_크림치즈&누텔라 크로플,5,13.8,28,19,242
크로플_티라미수 크로플,7.62,,,11.43,351
크로플_티라미수 크로플 생크림,10,13,26,4,267
크로플_티라미수 크로플 초코커스터드 크림,10,16,32,8,326
크로플_티라미수 크로플 커스터드 크림,10,15,30,6,304
크로플_티라미수크림 크로플,5.75,,,17.24,356
크로플_프렌치 아이스크림 크로플,2.73,,,15.3,205
크로플_플레인 크로플,7.14,,45.71,7.14,507
크로플_플레인 크로플,5,,,8,264
크로플_플레인 크로플,8.93,,,17.86,411
크로플_플레인크로플,9.09,,,8.18,438
크로플_호호불어 호떡 크로플,6.67,10.67,38.67,12,299
크로플_황치즈크림에 스며든 뽀또 크로플,5.26,10.53,35.79,8.42,268
크로플_황치즈크림위에 뛰노는 큐브치즈 크로플,5.22,12.17,29.57,9.57,260
스파게티_미트 토마토 파스타,3.13,4.86,30.21,8.33,185
스파게티_베이컨 크림 파스타,5.39,10.44,28.96,3.03,231
스파게티_쉬림프 로제 파스타,6.06,11.78,29.63,6.73,247
스파게티_뇨끼,4.7,8.7,18.8,1.5,172
스프_단호박 크림 수프,1.67,,,10,131
스프_양송이 수프,1.5,,,2,125
스프_콘 수프,2,,,13.5,171
스프_토마토 로제 수프,2.78,,,7.78,136
스프_트러플 머쉬룸 수프볼,5.52,,,3.87,178
스프_트러플 머쉬룸 수프,1.67,,,1.67,93
어묵국(어묵탕)_츠쿠네 어묵탕,5.2,,,1.83,63
닭다리구이_자메이카 통다리구이,20.6,,,0.73,201
닭다리구이_자메이카 통다리구이 반마리,20.6,,,0.73,201
닭발구이_불닭발,17,,17,6,235
닭발구이_한입쏙직화 닭발,11.88,,,7.31,148
돼지갈비구이_폭립,24.03,,7.31,0.59,295
스테이크_닭다리살 스테이크 극한왕갈비맛 (1개),13.48,,,2.6,234
스테이크_닭다리살 스테이크 통다리바비큐맛 (1개),13.32,,,1.94,230
감자그라탕_치즈만난감자 그라탕,10.91,,,11.82,341
떡볶이_국물맵떡,4.09,,,5.69,139
떡볶이_까르보떡볶이,4.3,,,1.79,180
떡볶이_로제닭볶이,7.57,,,2.64,176
떡볶이_로제떡볶이,5.03,,,2.73,187
떡볶이_로제비엔나 떡볶이,4.6,,31.4,1.9,175
떡볶이_마늘 떡볶이,3.7,,31.3,5.6,147
떡볶이_호로록떡볶이,4.13,,,2.25,114
미트볼조림_샤샤삭슈카,4.7,5.1,10.7,4.7,108
감자튀김_BBQ 감자튀김,3.21,,,0,254
감자튀김_감자볼튀김,2.25,,32.59,,278
감자튀김_모둠 감자튀김,2.44,,,9.26,231
감자튀김_웨지감자,3,,,0,121
감자튀김_웨지감자,3.94,9.58,32.25,3.27,231
감자튀김_크런치감자스틱,1.6,,,0.8,147
닭다리튀김_다리 스틱,24.23,,,2.4,239
닭다리튀김_황금올리브치킨 닭다리,20.78,,,0.96,244
닭다리튀김_황올 반+양념 반 닭다리 치킨,16.32,,,6.07,241
닭모래집튀김_매콤똥집튀김,26,,,,325
닭튀김_No.1포테이토닥토닭 치킨,16.98,,,3.1,286
닭튀김_간장 치킨,27.48,,12.38,2.61,327
닭튀김_간장 치킨,23,,,0,233
닭튀김_간장 치킨,22.15,,,2.06,275
닭튀김_갈비천왕 치킨,26.8,,4.19,3.59,194
닭튀김_강정 치킨,18.63,,,3.07,275
닭튀김_고추바사삭 치킨,23.71,,8.35,1.78,234
닭튀김_교촌순살 치킨,28.74,,,2.25,395
닭튀김_교촌순살 치킨 (S),28.74,,,2.25,395
닭튀김_교촌오리지날 치킨,28.68,,,1.19,314
닭튀김_교촌윙 치킨,29.14,,,1.74,377
닭튀김_교촌윙 치킨 (S),29.14,,,1.74,377
닭튀김_교촌콤보 치킨,28.37,,,1.69,319
닭튀김_교촌콤보 치킨 (S),28.37,,,1.68,319
닭튀김_극장판치킨 고추치즈편,27.93,,,2.7,398
닭튀김_극한왕갈비 치킨,15.8,,,10.5,322
닭튀김_깐풍요리 치킨,22.61,,14.38,6.56,287
닭튀김_꿀잼 치킨,21.6,,,6.32,286
닭튀김_꿔바로우 치킨,19.08,,,2.46,257
닭튀김_날다닭간장 치킨,24,,,0,235
닭튀김_날다닭마늘 치킨,29,,,0,233
닭튀김_날다닭 치킨,20,,,0,271
닭튀김_눈맞은 치킨,22.16,,,3.14,292
닭튀김_단짠갈릭 치킨,15.79,,,5.4,309
닭튀김_두마리같은한마리치킨주세요,23.88,,,0.22,282
닭튀김_땡초불꽃 치킨,20.7,,15.15,7.41,243
닭튀김_땡초 치킨,21.84,,12.15,3.95,266
닭튀김_레드순살 치킨,28.83,,,7.53,381
닭튀김_레드순살 치킨 (S),28.83,,,7.53,381
닭튀김_레드오리지날 치킨,26.53,,,4.36,332
닭튀김_레드윙 치킨,28.87,,,5.1,355
닭튀김_레드윙 치킨 (S),28.87,,,5.1,355
닭튀김_레드콤보 치킨,26.29,,,4.39,303
닭튀김_레드콤보 치킨 (S),26.29,,,4.39,303
닭튀김_레몬크림탕슈 안심 순살,13.3,,58.1,21,633
닭튀김_레블반반콤보 치킨,24.29,,,6.39,318
닭튀김_레허반반순살 치킨,23.95,,,7.2,364
닭튀김_리얼 치킨 꿔바로우,10.84,,24.83,7.71,198
닭튀김_리얼후라이드 치킨,22.91,,,0.6,268
닭튀김_마늘스태미나 치킨,19.04,,,2.79,260
닭튀김_마늘알마니 치킨,17.96,,14.5,6.48,233
닭튀김_마늘 치킨,27,,,0,240
닭튀김_매달구 치킨,23.92,,,2.08,250
닭튀김_매운 간장 치킨,26.99,,13.37,2.45,358
닭튀김_매운 양념 치킨,23.64,,15.49,5.12,278
닭튀김_매운양념 치킨,16.75,,,3.82,297
닭튀김_매운양념 치킨 반마리,8.38,,,0.91,130
닭튀김_맵소이닭 치킨,24,,,1,232
닭튀김_맵슐랭 치킨 오리지널,24,,,2,259
닭튀김_모두의마요 치킨,25.43,,9.65,1.91,256
닭튀김_바삭갈릭 치킨,18.29,,,2.38,311
닭튀김_바삭담백한 후라이드 치킨,25.3,,,0.24,293
닭튀김_반반순살 치킨,26,,,4,396
닭튀김_반반오리지날 치킨,27.6,,,2.77,323
닭튀김_반반윙 치킨,29,,,3.42,366
닭튀김_반반콤보 치킨,27.33,,,3.04,311
닭튀김_볼케이노 치킨,24,,6,4.82,196
닭튀김_불금 치킨,22.94,,9.18,5.48,228
닭튀김_불짬뽕 치킨,18.11,,19.11,4.22,280
닭튀김_불패 치킨,23,,,1.7,250
닭튀김_블랙시크릿 순살 치킨,21.13,,,9.79,362
닭튀김_블랙시크릿 순살 치킨 (S),21.13,,,9.79,362
닭튀김_블랙시크릿 오리지날 치킨,22.47,,,7.7,313
닭튀김_블랙시크릿 콤보 치킨,22.3,,,8.4,332
닭튀김_블랙시크릿 콤보 치킨 (S),22.3,,,8.4,332
닭튀김_블랙페퍼 반+레드착착 반 치킨,20.88,,,0.8,306
닭튀김_살살후라이드 치킨,18.88,,,1.02,325
닭튀김_살살후라이드 미니 치킨,18.88,,,1.02,325
닭튀김_생그라나 치킨,24,,,1,265
닭튀김_소보로 치킨,18,,,2,282
닭튀김_소이갈릭스 치킨,21.44,,,2.32,309
닭튀김_순살 뿌리고 치킨 매콤달콤한맛,20.59,,17.08,2.93,315
닭튀김_순살 뿌리고 치킨 오리지날,21.19,,12.92,2.5,258
닭튀김_쉑쉑양꼬치킨,23.96,,,1.06,300
닭튀김_스리라차 치킨,19,,,1.6,239
닭튀김_스모크 치킨,22.13,,,0,271
닭튀김_스모크 치킨 반마리,11.07,,,0,136
닭튀김_스윗츠갈릭 치킨,20.76,,19.74,8,279
닭튀김_시그니처순살 치킨 세트,25.54,,,5.55,374
닭튀김_아빠의제주깜슐랭 치킨,18.67,,,15.03,273
닭튀김_양념 치킨,19.44,,18.7,7.78,248
닭튀김_양념 치킨,21.04,,14.62,3.26,248
닭튀김_양념 치킨,23,,,3,284
닭튀김_양념히어로 치킨,21.56,,13.9,7.71,221
닭튀김_오리지날 양념 치킨,16.34,,,6.82,270
닭튀김_오리지날 양념 치킨 반마리,16.34,,,6.82,270
닭튀김_오븐 바사삭 윙 치킨,26.29,,7.14,2.08,230
닭튀김_오븐 바사삭 치킨,26.29,,7.14,2.09,230
닭튀김_요거치즈닝치킨 안심 순살,16.76,,18.76,1.35,206
닭튀김_윙+다리 치킨,23.59,,9.88,2.37,282
닭튀김_윙봉스간장 치킨,23,,,0,266
닭튀김_윙봉스마늘 치킨,23,,,0,284
닭튀김_윙봉스 치킨,22,,,0,289
닭튀김_자메이카 소떡만나 치킨,17.43,,,4.81,287
닭튀김_자메이카 소떡만나치 킨 순살,19.01,,,5.89,275
닭튀김_자메이카 소떡만나 치킨 콤보,16.23,,,5.08,272
닭튀김_조선레드 치킨,23.41,,,4.89,270
닭튀김_착착갈릭 치킨,16.23,,,5.12,322
닭튀김_청양고추마요 치킨,16.7,,16,2.5,314
닭튀김_치요링 치킨,22,,,0.4,257
닭튀김_치즈바사삭 치킨,24.47,,9.82,3.62,228
닭튀김_크런치 순살크래커 치킨,18.49,,,0.4,263
닭튀김_크런치 올치팝,13.03,,,3.74,274
닭튀김_크리미양파 치킨,20,,,2.3,236
닭튀김_크리미어니언 치킨,12.79,,,2.93,261
닭튀김_크리스피 반+레드착착 반 치킨,20.21,,,0.81,315
닭튀김_크리스피 반+블랙페퍼 반 치킨,20.18,,,0.48,314
닭튀김_크리스피 후라이드 치킨,22.55,,,0.18,314
닭튀김_타코마요 치킨,20.08,,11.08,4.18,290
닭튀김_티키타코 순살 치킨,17,,,1.8,303
닭튀김_파닭 치킨,20,,,1.3,224
닭튀김_파더’s 치킨,22.52,,,0.7,220
닭튀김_파채소이살살 치킨,8.53,,,10.65,204
닭튀김_프라임핫쵸킹 치킨,18.95,,,5.52,278
닭튀김_핫쵸킹 치킨,21.16,,,3.71,287
닭튀김_핫황금올리브 치킨 크리스피,19.5,,,0.49,323
닭튀김_핫황금올리브 치킨 크리스피 반마리,19.5,,,0.49,323
닭튀김_핫후라이드 치킨,23,,,0,263
닭튀김_허니멜로 치킨,26,,4.34,4.14,216
닭튀김_허니순살 치킨,19.08,,,6.88,346
닭튀김_허니순살 치킨 (S),19.08,,,6.88,346
닭튀김_허니오리지날 치킨,21.24,,,3.56,329
닭튀김_허니점보윙 치킨,23.65,,,6.16,356
닭튀김_허니콤보 치킨,18.59,,,4.52,319
닭튀김_호식이 안심텐더,17.03,,18.33,2.24,244
닭튀김_황금올리브 치킨,18.77,,,0.36,254
닭튀김_황금올리브 치킨 반마리,18.77,,,0.36,254
닭튀김_황금올리브 치킨 레드착착,20.91,,,1.12,308
닭튀김_황금올리브 치킨 레드착착 반마리,10.46,,,0.56,154
닭튀김_황금올리브 치킨 블랙페퍼,20.85,,,0.47,304
닭튀김_황금올리브 치킨 블랙페퍼 반마리,20.85,,,0.47,304
닭튀김_황금올리브 치킨 속안심,23.94,,,1.74,269
닭튀김_황금올리브 치킨 콤보,20.94,,,0.62,288
닭튀김_황금올리브 치킨 크런치 버터,19.78,,,2.92,301
닭튀김_황금올리브 치킨 핫윙,17.09,,,0,313
닭튀김_황금올리브 치킨 핫윙 냉장,17.09,,,0,313
닭튀김_황올 반+매운양념 반 치킨,17.76,,,2.09,275
닭튀김_황올 반+양념 반 치킨,18.77,,,0.36,254
닭튀김_황올 반+양념 반 콤보 치킨,17.42,,,6.02,280
닭튀김_황올 반+크리스피 반 치킨,19.14,,,0.43,288
닭튀김_황올한 깐풍 치킨,15.71,,,3.47,257
닭튀김_황올한 깐풍 치킨 반마리,15.71,,,3.47,257
닭튀김_후라이드 치킨,28.93,,8.1,,287
닭튀김_후라이드 치킨,24.67,,6.86,0,270
닭튀김_후라이드 치킨,23,,,0.4,282
돈가스_제주카츠볼,13.7,,,0.87,316
떡강정_BBQ 소떡,7.71,,,0.97,232
떡강정_매콤치즈 소떡소떡,9.03,,31,3.74,229
떡강정_못난이소떡소떡,7.9,,37.5,2.8,260
멘보샤_텃만꿍멘보샤 (4개),8.3,,22.7,1.7,228
멘보샤_멘보샤_통새우 멘보샤 (5개),8.65,,,5.19,284
치즈볼_고르곤 치즈볼,6.51,,,16.2,373
치즈볼_로제크림치즈볼 (6개),4.5,,45.6,4.5,357
치즈볼_모짜감짜 오리지널,8,,,8,330
치즈볼_밀크치즈볼,5.14,,,3.77,342
치즈볼_치즈볼 오리지널,6.3,,,4.9,343
치즈볼_치즈쫀득볼,4.91,,,7.75,336
치즈볼_트리플치즈볼 (6개),9.69,,33.28,3.4,259
치즈볼_퐁듀 치즈볼,4.3,,,17.76,366
치즈스틱_롱치즈스틱 (1개),12.86,,,0.79,302
치즈스틱_순수치즈스틱,11.95,,,1.44,220
닭껍데기튀김_BBQ 닭껍데기,20.42,,,0.67,616
닭발튀김_황올한 닭발튀김,17.63,,,1.88,448
"북어튀김_아, 귀한 먹태",58.62,,,21.19,344
새우튀김_새우스틱 (2개),8.3,,,0.97,271
새우튀김_타르타르 새우튀김 (5개),6.1,,,1.18,295
오징어튀김_오감볼,9.84,,,3.71,166
오징어튀김_오징어튀김 (3개),13.21,,,0.82,238
오징어튀김_통오징어튀김,12,,,1.4,160
우유튀김_우유튀김,3,,,15,250
샐러드_과카몰리치킨 샐러드,4.15,,,1.38,94
샐러드_그릴드 치킨 샐러드,6.4,,,4.93,99
샐러드_그릴드치킨 시저 샐러드,7.49,,,3.52,104
샐러드_그릴드치킨 샐러드,7.25,,,0.97,60
샐러드_두부포케 샐러드,3.52,,,5.53,102
샐러드_맥앤치즈 핫도그 샐러드 박스,5.98,,,3.42,194
샐러드_쉬림프에그 샐러드,6.92,,,4.4,83
샐러드_치킨텐더 샐러드,7.76,,,4.31,133
샐러드_토마토칠리 핫도그 샐러드 박스,6.41,,,4.7,194
샐러드_트리플 치즈 샐러드,5.91,8.71,15.27,7.07,164
샐러드_프레시리코타치즈 샐러드,5.42,,,8.37,167
샐러드_과일리코타 샐러드,3.2,5.8,11.4,8.4,111
샐러드_멕시칸치킨 샐러드,8.92,,,0.96,134
샐러드_샐러드,1,,,0,15
샐러드_스파이시쉬림프 샐러드,7.35,,,1.28,109
샐러드_시저치킨 샐러드,15,6.4,2.2,2.2,126
샐러드_오렌지 그릴치킨 샐러드,5.29,,,3.24,71
샐러드_치킨콥 샐러드,5.8,8.4,6.4,3.6,124
샐러드_콥샐러드,6.93,,,1.46,120
샐러드_포테이토&튜나 샐러드,4.41,,,4.13,174
소스/드레싱_이디야초콜릿디핑소스,2.5,,,47.5,280
카레소스_치킨마크니 찍먹커리,3.65,,28.01,10.24,172
빙수_22오리지널 팥빙수,2.68,,,18.35,136
빙수_그린티 초코 쿨빙수,1.72,,,15.5,138
빙수_까르보나라 젤빙,2.64,,,13.82,158
빙수_녹차 빙수,2.6,,,16.06,109
빙수_눈꽃 팥빙수 (1인),2.88,,,17,142
빙수_눈꽃 팥빙수 (2인),3.18,,,17.2,140
빙수_단팥찰떡 (1인),3.87,1.39,,19.37,160
빙수_달고나 컵빙수,1.3,1.92,19.5,17.61,100
빙수_더블초코 (1인),3.1,3.7,,16.69,164
빙수_돼지바 눈꽃빙수,2.4,,,19.65,171
빙수_돼지바 얼음빙수,3.28,,,29.6,262
빙수_돼지바 프라노베,1.76,,,20.92,174
빙수_딸기 눈꽃빙수,1.84,,,16.67,112
빙수_딸기 도넛 눈꽃빙수,1.75,,,12.07,102
빙수_딸기 도넛 얼음빙수,2.08,,,14.24,120
빙수_딸기 도넛 컵빙수,1.93,,,20.05,163
빙수_딸기 빙수 (1인),1.47,,,12.53,78
빙수_딸기 빙수,1.26,,,15.41,90
빙수_딸기 아이스드림 빙수,0.63,,,4.69,47
빙수_딸기 요거트 빙수,5.01,2.52,24.29,20.39,140
빙수_딸기 요거트 컵빙수,3.03,2.4,31.4,20.45,159
빙수_딸기 치즈 쿨빙수,1.86,,,8.84,100
빙수_딸기 컵빙수,1.24,1.62,19.69,16.46,98
빙수_딸기&망고 요거트 빙수,1.59,,,11.84,116
빙수_딸기&치즈 스노우 빙수,1.88,,,12.29,141
빙수_딸기베리치즈 (1인),1.63,1.65,,18.01,116
빙수_딸기베리치즈,1.71,1.99,,13.02,115
빙수_딸기시리얼빙수,1.44,,,30.67,147
빙수_딸기시리얼컵빙수,1.41,,,26.48,131
빙수_딸기 젤빙,1.58,,,15.41,108
빙수_딸기치즈 눈꽃빙수 우유얼음,1.6,,,14.47,118
빙수_딸기치즈 눈꽃빙수,2.04,,,19.26,159
빙수_딸기치즈 눈꽃빙수,2.24,,,13.12,157
빙수_딸기피치 요거놀라 1인빙수,1.79,,,20.9,135
빙수_딸콤파르페,1.17,,,8.32,103
빙수_망고 눈꽃빙수,0.5,,,21.51,99
빙수_망고 눈꽃빙수,1.32,,,18.71,94
빙수_망고 빙수 (1인),1.11,,,15.14,80
빙수_망고 빙수,0.63,,,12.19,59
빙수_망고 아이스드림 빙수,0.63,,,6.56,54
빙수_망고 크림 젤빙,0.79,,,16.64,148
빙수_망고 파인 쿨빙수,0.92,,,10.53,68
빙수_망고&치즈 스노우 빙수,1.57,,,14.17,134
빙수_망고 빙수,1.27,,,15.84,83
빙수_망고 젤빙,1.73,,,13.08,106
빙수_망고코코넛 (1인),1.88,2.38,,16.09,128
빙수_망고코코넛,1.91,2.8,,11.85,117
빙수_망고파인 컵빙수,0.62,,,12.62,72
빙수_망고패션 요거놀라 1인빙수,1.79,,,19.1,136
빙수_밀크 눈꽃빙수 우유얼음,2.82,,,16.38,141
빙수_밀크 눈꽃빙수,2.5,,,9.97,122
빙수_밀크티 젤라또,1.61,,,11.45,106
빙수_밀크팥 젤빙,2.76,,,19.28,160
빙수_베리 컵빙수,0.98,,,11.48,73
빙수_베리&베리 요거트 빙수,1.77,,,14.93,125
빙수_복숭아 연유 대패빙수,1.09,,,18,91
빙수_블루베리치즈 빙수,3.09,,,15.2,99
빙수_블루베리케이크 빙수,1.78,,,18.74,128
빙수_새콤달콤 패션망고,0.45,,,16.12,84
빙수_소르베 망고 빙수,1.05,,17.16,16.64,100
빙수_실크 망고 빙수,0.6,,,14.48,88
빙수_실크 팥빙수,2.29,,,12.4,121
빙수_애플망고 도넛 눈꽃빙수,1.68,,,14.24,114
빙수_애플망고 도넛 얼음빙수,2.04,,,18.59,146
빙수_애플망고 도넛 컵빙수,1.68,,,22.51,177
빙수_애플망고 치즈 대패빙수,0.58,,,17.67,102
빙수_애플망고 치즈 케이크 빙수 (1인),1.83,,,16.48,116
빙수_애플망고 치즈 케이크 빙수 (2인),1.77,,,15.9,115
빙수_애플망고케이크 빙수,1.38,,,18.9,126
빙수_애플망고,0.19,,,14.78,73
빙수_옛날 컵빙수,1.73,1.78,23.41,17.76,117
빙수_옛날 컵빙수,8.76,5.21,30.39,14.05,203
빙수_옛날팥빙수,2.67,,,13.78,101
빙수_오곡 팥 눈꽃빙수,2.84,,,15.24,126
빙수_오곡 팥 얼음빙수,3.79,,,22.16,181
빙수_오곡 팥 컵빙수,2.7,,,15.3,139
빙수_오리지널 눈꽃 빙수,4.69,,24.2,19.75,138
빙수_오리지널 대패빙수,2.53,,,8.43,112
빙수_오리지널 팥빙수,3.95,,24.01,20.67,156
빙수_인절미 눈꽃빙수,4.7,,,14.63,167
빙수_제주 한라봉 빙수,6.76,2.5,23.85,20.04,145
빙수_제주녹차 (1인),3.93,,,13.48,151
빙수_제주녹차,3.21,,,14.29,129
빙수_젤라또 팥,2.93,,,18.67,134
빙수_청포도 젤라또,0.3,,,14.09,86
빙수_초코 씨리얼 빙수,6.44,3.89,24.61,18.13,159
빙수_초코악마 빙수 (1인),2.7,,,16.52,137
빙수_초코악마 빙수,1.59,,,15.93,110
빙수_치즈 요거트 빙수,10.4,,,14.55,187
빙수_치즈 컵빙수,1.03,3.53,18.19,15.79,109
빙수_치즈베리 젤빙,2.66,,,12.55,126
빙수_커피 빙수 (1인),3.13,,,13.64,135
빙수_커피 빙수 디카페인 (1인),3.35,,,14.18,142
빙수_커피 빙수 디카페인,2.69,,,11.88,126
빙수_커피 빙수,1.73,,,13.59,107
빙수_코코넛커피 (1인),1.81,2.82,,14.56,128
빙수_콩고물 스노우 빙수,4.83,,,12.08,139
빙수_콩고물 팥빙수,1.88,,,8.54,85
빙수_쿠앤크 눈꽃 우유얼음,2.44,,,17.05,175
빙수_쿠앤크 눈꽃빙수,2.01,,,12.57,156
빙수_쿠키앤크림 빙수 (1인),2.68,,,17.69,169
빙수_쿠키앤크림 빙수,2.57,,,16.84,140
빙수_클래식 컵빙수,1.84,,,16.05,133
빙수_클래식 쿨빙수,2.24,,,7.29,103
빙수_키위 아이스드림 빙수,0.63,,,4.69,50
빙수_트러플 초코 스노우 빙수,2.78,,,16.94,163
빙수_티라미수케이크 빙수,2.73,,,17.86,179
빙수_팥 빙수 (1인),4.37,,,13.37,162
빙수_팥 빙수,3.97,,,14.36,150
빙수_팥인절미 1인빙수,4.59,,,15.9,177
빙수_팥인절미 눈꽃빙수,3.34,,,12.77,151
빙수_피치&망고 요거트 빙수,1.92,,,12.5,133
빙수_홍시 아이스드림 빙수,0.63,,,5.1,48
빙수_흑임자 팥빙수,1.56,,,10.42,93
빙수_K - 빙수,2.61,,,17.22,166
빙수_녹차 팥빙수,1.02,,,6.12,55
빙수_레드빈 눈꽃 빙수,1.25,,,6.65,154
빙수_말차티라미수 빙수,2.72,,,10.71,137
빙수_망고 빙수,2.8,,,17.74,113
빙수_망고탱탱 빙수,1.02,,,6.12,55
