식품명,단백질(g),지방(g),탄수화물(g),당류(g),에너지(kcal)
도넛_달콤한꿀도넛 (3개입),4.76,10.48,59.05,8.57,348
도넛_달콤한꿀도넛 (4개입),5,10,59.29,8.57,350
도넛_달콤한꿀도넛 (5개입),5.14,10.29,59.43,8.57,349
도넛_달콤한 왕꽈배기,5.45,,,12.73,377
도넛_던킨카페모카롤,5.26,22.37,52.63,21.05,433
도넛_데니쉬 꽈배기,8,,,12,442
도넛_돌돌말린소시지 도넛,7.06,15.29,45.88,7.06,341
도넛_딸기 와플넛,3.97,,,30.16,433
도넛_딸기 우유크림 듬뿍 도넛,5.95,,,22.62,405
도넛_딸기마카롱 도넛,7.69,,,5.77,433
도넛_딸기츄이스티 도넛,1.92,,,17.31,450
도넛_또르체티 이탈리아 꽈배기과자,7.5,,,12.5,463
도넛_러블리듀얼하트 도넛,4.05,,,13.51,353
도넛_레이디버그 도넛,6.49,,,22.08,481
도넛_로투스 비스코프 도넛,6.1,,,17.07,456
도넛_루비초코 블라썸 도넛,5.19,,,19.48,400
도넛_못난이찹쌀고구마크림치즈 도넛,6.81,,,11.74,293
도넛_못난이찹쌀깨찰 도넛,1,,,10,560
도넛_못난이찹쌀 꽈배기,7.27,,,11.09,291
도넛_못난이찹쌀모짜렐라치즈 도넛,10.71,,,8.14,276
도넛_못난이찹쌀유자 도넛,6.57,,,19.43,271
도넛_못난이찹쌀팥 도넛,7,,,20.86,279
도넛_미니 오리지널 글레이즈드 도넛,8.7,,,21.74,435
도넛_미니찹쌀도너츠,5.26,,,21.05,466
도넛_미니찹쌀 도넛 (3개입),4.76,9.52,72.38,17.14,395
도넛_미니찹쌀 도넛 (4개입),5,9.29,72.14,17.14,393
도넛_미니찹쌀 도넛 (5개입),5.14,9.14,72,17.14,394
도넛_미니찹쌀 도넛,4,,,15,366
도넛_미니찹쌀 도넛,5.71,9.14,71.43,17.14,400
도넛_밀크크림 플라워 도넛,5.63,,,22.54,415
도넛_베리베리크림 도넛,5,,,6,365
도넛_베이크드 헤이즐넛 쇼콜라넛,6.92,,,21.54,435
도넛_보스톤크림 도넛,4.48,17.91,46.27,17.91,364
도넛_생도넛,5.71,,,22.86,496
도넛_생도넛,7.5,,,17.5,450
도넛_소금우유 도넛,3.33,25,51.67,20,460
도넛_소보로만난 앙넛,7.27,,,30.91,391
도넛_솔티카라멜바이츠 도넛,5.41,,,14.86,392
도넛_송사부 꽈배기,7.89,,,10.53,382
도넛_슈거코티드 도넛,6.67,,,20,444
도넛_스노우링 도넛,6,,,4,420
도넛_시나몬슈가링 도넛,6,,,8,420
도넛_아몬드초코링 도넛,8.06,,,8.06,468
도넛_엄마랑장볼때먹던그때그도나쓰,3.7,,,15.56,322
도넛_오리지널 글레이즈드 도넛,6.38,,,25.53,447
도넛_오리지널 바이츠 도넛,7.14,,,22.32,436
도넛_오리지널 우유 크림 필드 도넛,4.84,,,25.81,416
도넛_오리지널 초콜릿 필드 도넛,6.45,,,32.26,417
도넛_옥수수꽈배기 도넛,7.89,,,14.47,404
도넛_옥수수찹쌀 도넛,4,,,20,332
도넛_올드훼션드먼치킨,3.57,25.71,57.14,35.71,471
도넛_올리브츄이스티 도넛,2.04,20.41,53.06,12.24,404
도넛_왕크림 도넛,6.15,20,33.85,10.77,335
도넛_요거트올드훼션드 도넛,4.62,,,29.23,457
도넛_우유크림 듬뿍 도넛,5.95,,,12.43,399
도넛_쫄깃한 왕꽈배기,5.45,,,12.73,373
도넛_쫄깃한찹쌀 도넛,6.17,,,23.46,340
도넛_쫄깃한찹쌀스틱 시나몬,1.8,,,10,400
도넛_찹쌀꽈배기도너츠,8,,,10,462
도넛_찹쌀 꽈배기,6.15,,,9.23,366
도넛_찹쌀도너츠,4,,,9.33,380
도넛_찹쌀 도넛,6,,,24,336
도넛_찹쌀 도넛,5.38,9.68,56.99,17.2,333
도넛_찹쌀페스츄리 도넛,7.27,,,12.73,427
도넛_초코 와플넛 도넛,4.76,,,29.37,453
도넛_초코마카롱 도넛,7.69,,,5.77,413
도넛_초코베리듀얼하트 도넛,2.63,,,11.84,330
도넛_초코홀릭 도넛,7.27,,,18.18,489
도넛_초콜릿 아이스드 글레이즈드 도넛,5.36,,,28.57,457
도넛_카라멜 아이스드 도넛,4.69,,,26.56,372
도넛_카스테라크림 꽈배기,6.67,,,10.83,308
도넛_카카오후로스티드 도넛,6.25,20.83,50,12.5,413
도넛_카푸치노츄이스티 도넛,1.92,21.15,51.92,17.31,406
도넛_케익꽈배기 도넛,7.06,20,41.18,10.59,376
도넛_켈로그우유 도넛,3.08,,,12.31,458
도넛_쿠키&다크초코링도넛,5.33,24,52,18.67,473
도넛_쿠키&화이트초코링도넛,5.33,26.67,52,20,473
도넛_크로넛 글레이즈드 도넛,5.38,,,21.51,455
도넛_크림치즈 찹쌀도넛 (2개입),6.36,,,14.55,359
도넛_크림치즈 찹쌀도넛,5.45,,,14.55,364
도넛_통밀꽈배기,11.39,,,7.59,422
도넛_트위스트 글레이즈드 도넛,6.1,,,23.17,380
도넛_팥도넛,8,,,24,323
도넛_팥이팅 소보루 도넛,6.32,,,16.84,321
도넛_페이머스 글레이즈드 도넛,4.35,23.91,50,17.39,433
도넛_프리미엄 스트로베리 필드 도넛,5.71,,,15.71,360
도넛_해피버스데이 도넛,6.59,,,19.78,458
도넛_허니후리터,5.41,24.32,48.65,14.86,449
도넛_화이트초코링 도넛,6.15,,,18.46,462
도넛_화이트초코츄잉스타 도넛,3.7,,,14.81,444
도넛_흑미찹쌀 도넛,4,,,16,350
도넛_BEURRE 헤이즐넛&바닐라 도넛,4.41,27.94,45.59,7.35,451
도넛_BEURRE 버터넛,4.11,19.18,58.9,28.77,425
도넛_남해마늘로만든버터갈릭 꽈배기,8.04,,,10.71,420
도넛_단팥 도넛,6.67,9.52,44.76,16.19,310
도넛_달콤한 우리찹쌀 왕꽈배기,6.09,18.26,48.7,13.04,378
도넛_더블카라멜 도넛,5.63,,,25.35,362
도넛_동글아기찹쌀 도넛,4.76,,,15.08,357
도넛_디어 마이 러브 도넛,3.9,27.27,49.35,25.97,458
도넛_딸기 도넛,7.8,,,8.2,404
도넛_라즈베리블라썸 도넛,4.41,,,23.53,338
도넛_레드벨벳 먼치킨 도넛,3.57,27.14,57.14,21.43,486
도넛_레몬 도넛,7.8,,,8.2,404
도넛_메이플링 도넛,10.2,,,14.29,478
도넛_바닐라 도넛,7.8,,,8.2,404
도넛_바닐라빈 바이츠 도넛,7.04,15.49,59.15,12.68,404
도넛_바닐라초코볼 도넛,5.88,,,14.71,326
도넛_바바리안 먼치킨 도넛,6,20,50,20,400
도넛_바바리안필드 도넛,5,18.33,48.33,13.33,378
도넛_바삭64겹 꽈배기,8,,,12,443
도넛_벨지안초코 도넛,7.35,,,20.59,418
도넛_생크림폭탄 도넛,5.45,21.82,34.55,10.91,364
도넛_생크림폭탄 도넛 (3개입),6.06,22.42,34.55,10.91,364
도넛_스트로베리 먼치킨 도넛,5,18,50,20,380
도넛_스트로베리 필드 도넛,5,18.33,46.67,16.67,372
도넛_아침햇살 쌀꽈배기 도넛,4.69,12.5,60.94,15.63,375
도넛_앙버터 도넛,8,,,9,408
도넛_용감한 쿠키 도넛,5.26,24.56,50.88,17.54,446
도넛_우리찹쌀 왕꽈배기,6.09,18.26,48.7,13.04,383
도넛_우유 도넛,7.8,,,8.2,404
도넛_제주말차 우유 도넛,4.69,28.13,45.31,10.94,453
도넛_쫀드칸꽈배기 시나몬슈가,2.25,,,15.15,385
도넛_초당옥수수크림찹쌀 도넛,2.86,,,11.43,300
도넛_초코 도넛,7.8,,,40.8,404
도넛_초코 마카롱 도넛,5.88,,,5.88,418
도넛_초코 우유크림 듬뿍 도넛,5.95,,,23.81,415
도넛_초코크런치 도넛,5.45,,,14.55,400
도넛_추억의 옥수수 꽈배기 도넛,8.2,19.67,49.18,14.75,407
도넛_추억의생도나스,17.95,21.79,55.13,17.95,429
도넛_추억의생도나스 (2개입),17.31,22.44,54.49,17.31,426
도넛_추억의생도나스 (3개입),17.52,22.22,54.7,17.52,427
도넛_츄러스 꽈배기,5.98,,,13.68,363
도넛_카스텔라 꽈배기,6.23,,,14.38,312
도넛_카카오하니딥 도넛,3.51,21.05,47.37,21.05,393
도넛_카카오하니딥먼치킨 도넛,4.62,15.38,53.85,23.08,369
도넛_커스터드 도넛,5,13.33,45,6.67,325
도넛_쿠키앤크림 도넛,7.8,,,8.2,404
도넛_크리스탈슈가 도넛,6.12,,,10.2,367
도넛_트러플 크림 듬뿍 도넛,5.95,,,21.43,410
도넛_퐁신퐁신우유 도넛,4.9,,,11.76,348
도넛_플라밍고 도넛,5.45,,,18.18,405
도넛_허니 올드훼션드 도넛,3.17,25.4,53.97,31.75,457
도넛_허니찹쌀스틱,4.26,10.21,61.7,6.38,355
도넛_화이트유니버스 도넛,5.77,,,13.46,392
도넛_흑미고구마찹쌀 도넛,4,,,16,350
도넛_흑임자크림찹쌀 도넛,2.86,,,11.43,314
또띠아_뉴비프 브리또,8.89,,,31.11,253
또띠아_또띠아 (L),15.64,9.45,21.09,5.09,234
또띠아_또띠아 (S),20.5,16.77,35.4,5.59,375
또띠아_머스타드치킨 브리또,11.05,,,1.74,244
또띠아_미트살사소시지 브리또,16.38,,,1.69,220
또띠아_바삭 불고기&트리플 치즈 치킨 퀘사디아,13.89,,,3.89,218
또띠아_불고기 브리또,9.29,,,0,299
또띠아_불고기 베이크,10.33,4.42,28.67,5.67,196
또띠아_불닭 베이크,10.75,2.92,32,7.08,198
또띠아_소고기 브리또,8.13,10,35,5.63,263
또띠아_치킨 치즈 브리또,11.49,11.49,27.59,2.3,259
또띠아_핫치킨 브리또,11,8,28,2,228
또띠아_핫치킨 브리또,11.25,7.5,33.75,3.75,244
또띠아_핫칠리치킨 브리또,15,,,0,214
또띠아_라구듬뿍치즈 브리또,7.23,,,11.91,211
또띠아_불고기 브리또,7.59,,,0.69,216
또띠아_치킨 브리또,9.66,,,2.07,220
또띠아_트위스터,9.84,10.77,18.69,1.09,202
롤빵_달콤한크림치즈시나몬롤,6.32,,,21.05,374
롤빵_클래식시나몬롤,7.5,,,17.5,375
롤빵_녹차 도쿄롤 (L),6,,,17,330
롤빵_녹차 도쿄롤 (S),6,,,17,330
롤빵_달달연유롤빵,6.52,21.74,45.65,15.22,402
롤빵_달달연유롤빵 (3개입),6.52,21.01,45.65,15.94,399
롤빵_망고 도쿄롤 (L),5,,,15,293
롤빵_망고 도쿄롤 (S),5,,,15,293
롤빵_목장의아침우유롤,5.56,,,21.11,317
롤빵_오리지널 도쿄롤 (L),7,,,19,328
롤빵_오리지널 도쿄롤 (S),7,,,19,328
롤빵_우유 생크림롤,5.63,20,26.25,16.88,306
롤빵_자색 고구마 도쿄롤 (L),4,,,20,315
롤빵_자색 고구마 도쿄롤 (S),4,,,20,315
롤빵_카멜크림롤,4.35,,,18.48,402
롤빵_화이트 초코 도쿄롤 (L),7,,,19,337
롤빵_화이트 초코 도쿄롤 (S),7,,,19,337
마늘빵_부드러운갈릭브레드,6,13.33,44,16,327
마늘빵_프렌치마늘빵,4.76,11.9,52.38,14.29,357
마늘빵_프렌치마늘빵 (5개입),6.67,11.43,52.38,16.19,352
마카롱_갤럭시 마카롱,9.29,,,22.86,236
마카롱_까망베르 치즈 마카롱,8.33,,,41.67,354
마카롱_녹차 마카롱,5.45,,,43.03,490
마카롱_녹차모찌 마카롱,3.85,,,27.69,377
마카롱_다크 초콜릿 마카롱,8.57,,,45.71,463
마카롱_다크초코가나슈 마카롱,3.33,,,26.67,267
마카롱_달고나 마카롱,6.06,,,30.3,303
마카롱_더블 초코 뚱카롱,6.67,,,40,450
마카롱_딸기 마카롱,1.9,,,19.05,190
마카롱_딸기 마카롱,4,,,32,496
마카롱_딸기 치즈케익 뚱카롱,6.67,,,86.67,617
마카롱_딸기가나슈 마카롱,4.17,20.83,45.83,33.33,375
마카롱_딸기 마카롱,6.06,,,52.12,436
마카롱_딸기요거트 마카롱,6,,,36,452
마카롱_딸기 퐁카롱,6.67,,,46.67,330
마카롱_레드벨벳 마카롱,4.85,,,40.61,484
마카롱_레몬 마카롱,4,,,32,496
마카롱_레인보우 마카롱 (5입),8,,,39,449
마카롱_로즈라즈베리 뚱카롱,4,,,36,400
마카롱_리얼블루베리 마카롱,5.49,,,45.15,409
마카롱_리얼치즈 마카롱,6.17,,,37.86,469
마카롱_마다가스카르바닐라 마카롱,4,,,40,400
마카롱_마카롱,7.5,,,22.5,413
마카롱_망고가나슈 마카롱,6.67,,,30,404
마카롱_망고프로피컬 마카롱,4,,,52,400
마카롱_메가초코 마카롱,8,,,40,502
마카롱_민트초코 마카롱,4.64,,,45.57,477
마카롱_바닐라 딜라이트 뚱카롱,20,,,36.67,417
마카롱_바닐라 마카롱,8,,,34,498
마카롱_바닐라 마카롱,10,,,46.67,470
마카롱_바닐라 마카롱,7.41,,,51.85,519
마카롱_바닐라 마카롱,4,,,32,496
마카롱_바닐라 마카롱,6.06,,,49.7,445
마카롱_바닐라 마카롱,4.17,25,45.83,37.5,396
마카롱_벚꽃 마카롱 5종 세트,6.87,,51.33,27.07,456
마카롱_벨지안초콜릿 마카롱,4,,,44,420
마카롱_블루베리 마카롱,8.57,,,48.57,440
마카롱_블루베리 마카롱,5,,,45,375
마카롱_블루베리 마카롱,4,,,48,400
마카롱_블루하와이 마카롱,4.85,,,44.85,451
마카롱_뽀또치즈 마카롱,6.25,,,29.17,440
마카롱_산딸기 마카롱,7.41,,,62.96,378
마카롱_산딸기 마카롱,4,,,48,400
마카롱_샤인머스켓 마카롱,2.63,,,28.95,287
마카롱_소다 마카롱,1.9,,,19.05,190
마카롱_솜사탕 마카롱,1.9,,,19.05,190
마카롱_순우유 뚱카롱,4.17,,,27.08,440
마카롱_슈팅요거트 마카롱,5.91,,,45.99,456
마카롱_슈팅캔디 마카롱,5,,,35.77,365
마카롱_스트로베리 마카롱,10,,,46.67,457
마카롱_스트로베리 치즈 마카롱,6.67,,,23.33,433
마카롱_얼그레이 쇼콜라 마카롱,6.67,,,30,500
마카롱_얼그레이 마카롱,6.06,,,47.88,425
마카롱_오마이그린티 마카롱,6.9,,,44.83,483
마카롱_우유치즈 마카롱,6,,,42,410
마카롱_유니콘 마카롱,3.21,,,22.86,236
마카롱_유니콘프라페 마카롱,8.09,,,41.28,491
마카롱_유자가나슈 마카롱,4.17,20.83,41.67,33.33,375
마카롱_인절미 마카롱,7.69,,,33.85,423
마카롱_천사의눈물(우유) 마카롱,6.88,,,46.88,413
마카롱_초땅샌드 마카롱,4,,,46.67,411
마카롱_초코 마카롱,1.9,,,19.05,190
마카롱_초코 마카롱,4,,,32,496
마카롱_초코떡카롱,8.33,20.83,45.83,33.33,375
마카롱_초코 마카롱,7.27,,,50.3,448
마카롱_초코 마카롱,8.33,25,41.67,33.33,375
마카롱_초코악마 마카롱,7.69,,,65.38,481
마카롱_초코 퐁카롱,3.33,,,43.33,273
마카롱_초코프레소 마카롱,5.91,,,42.19,460
마카롱_초콜릿 마카롱,3.7,,,59.26,452
마카롱_치즈 마카롱,4,,,32,496
마카롱_카라멜 마카롱,1.9,,,19.05,190
마카롱_카라멜솔티드 뚱카롱,8,,,36,400
마카롱_쿠앤크 마카롱,4.17,1.88,,25,435
마카롱_쿠앤크 마카롱,4,,,32,496
마카롱_쿠쿠촉촉(오레오)가나슈 마카롱,6.25,,,40.42,429
마카롱_쿠쿠촉촉(오레오) 마카롱,6.67,,,44.24,485
마카롱_쿠쿠피그 마카롱,5.13,,,33.33,513
마카롱_쿠크샌드 마카롱,4,,,44.44,400
마카롱_쿠키 앤 크림 마카롱,6.67,,,26.67,483
마카롱_쿠키프라페 마카롱,6,,,42,480
마카롱_크랜베리딸기 마카롱,4.22,,,42.19,447
마카롱_크림치즈티라미수 마카롱,4.62,,,39.27,482
마카롱_타르트에빠진레드벨벳치즈 마카롱,5.88,,,33.33,500
마카롱_패션후르츠 마카롱,2.63,,,28.95,303
마카롱_퐁크러쉬 마카롱,8.09,,,41.28,491
마카롱_프렌치 블루베리 마카롱,4.17,20.83,50,41.67,375
마카롱_피스타치오 마카롱,1.9,,,19.05,190
마카롱_피스타치오 마카롱,4,,,48,440
마카롱_피치오레오 마카롱,2.63,,,34.21,332
마카롱_핑쿠핑쿠 마카롱,3.23,,,35.48,500
마카롱_핑크솔티드 카라멜 마카롱,4.17,,,41.67,375
마카롱_허니레몬 마카롱,4.85,,,40,470
마카롱_호박고구마 마카롱,1.9,,,19.05,190
마카롱_누텔라 뚱카롱,6,,,39,528
마카롱_돼지바 뚱카롱,5,,,25,498
마카롱_돼지바 마카롱,4.44,,,24.44,400
마카롱_딸기 마카롱,8,,,33,402
마카롱_딸기 마카롱,7.81,,70.34,56.91,541
마카롱_딸기요거트 뚱카롱,1.4,,,22.3,439
마카롱_라즈베리 뚱카롱,6,,,30,493
마카롱_마약옥수수 뚱카롱,7,,,35,502
마카롱_말차 뚱카롱,7,,,27,466
마카롱_바나나누텔라 마카롱,4.17,,,29.17,440
마카롱_뽀또치즈 마카롱,6.25,,,29.17,440
마카롱_뽀또치즈 마카롱,7.14,,,19.05,393
마카롱_산딸기 마카롱,6.56,,62.22,56.19,516
마카롱_솔티드카라멜 마카롱,6.33,,59,44.67,437
마카롱_솔티카라멜 뚱카롱,1.4,,,22.3,439
마카롱_아몬드봉봉 마카롱,7.47,,61.81,47.66,559
마카롱_얼그레이 마카롱,4.17,,,27.08,440
마카롱_연유 뚱카롱,6,,,32,469
마카롱_오레오 뚱카롱,7,,,29,486
마카롱_오레오 마카롱,4.76,,,26.19,417
마카롱_오렌지얼그레이 마카롱,7,,54,42,427
마카롱_요거트 마카롱,6.67,,56.33,41.33,447
마카롱_우유 마카롱,9.84,,60.56,43.44,538
마카롱_월드콘 마카롱,4.17,,,31.25,454
마카롱_인절미 뚱카롱,1.4,,,22.3,439
마카롱_초코라떼 마카롱,4.17,,,27.08,410
마카롱_초콜릿 마카롱,7.69,,62.38,45.66,550
마카롱_치즈케이크 마카롱,7,,45,27.67,450
마카롱_쿠키앤크림 마카롱,6.25,,,25,435
마카롱_쿠키앤크림 마카롱,7.47,,62.53,49.91,550
마카롱_크림브륄레 마카롱,7,,48,43,493
마카롱_토피넛크런치 마카롱,4.17,,,31.25,435
마카롱_핑크딸기 마카롱,4.17,,,29.17,427
마카롱_황치즈 뚱카롱,7,,,29,486
마카롱_황치즈 마카롱,7.69,,59,44.25,553
머핀_까놀레,4.44,,,8.89,333
머핀_마드렌,6.25,,,18.75,438
머핀_마들렌,6,,,32,465
머핀_블루베리 머핀,5.45,20.91,45.45,26.36,394
머핀_블루베리 머핀,4,,,27,439
머핀_블루베리 머핀,5.64,,,28.93,408
머핀_생미쉘시트러스마들렌,5,,,35,500
머핀_쌀휘낭시에,6.67,,,16.67,333
머핀_얼그레이 레몬 머핀,5.56,,,17.78,378
머핀_잉글리쉬 머핀,11.67,,,2.5,236
머핀_잉글리쉬 머핀,9.29,,,1.43,199
머핀_초코 바나나 머핀,5.56,,,22.22,356
머핀_초코 마들렌,6.5,24.9,42,17.4,418
머핀_초코 머핀,5,,,24,423
머핀_초코 머핀,7.86,,,28.21,400
머핀_초코칩 머핀,6.36,18.18,49.09,29.09,382
머핀_초코칩 머핀,6.36,,,8.18,376
머핀_초콜릿휘낭시에 글루텐프리,7.5,,,102.5,575
머핀_치즈 머핀,7.14,,,10,401
머핀_치즈 머핀,7.27,,,20.91,373
머핀_카러멜 마들렌,5.6,,,23.2,394
머핀_크림치즈 머핀,6.36,20.91,45.45,24.55,393
머핀_플레인 머핀,4,,,26,446
머핀_피낭시에,7.69,,,26.92,385
머핀_휘낭시에 글루텐프리,7.5,,,102.5,575
머핀_게랑트쇼콜라 (L),4.7,29.9,62,37.3,536
머핀_레몬 마들렌,5.9,22.7,42.3,22.1,397
머핀_머핀,3.57,,,19.29,343
머핀_블루베리 머핀,3.7,,,21.48,323
머핀_얼그레이 휘낭시에,6.29,,,35.43,527
머핀_초코범벅,5.71,,,34.29,429
머핀_초코범벅,6,,,34,429
머핀_초코칩 머핀,5,,,27.5,603
머핀_치즈 머핀,5.33,,,20,336
머핀_캐러멜 마들렌,5.6,21.2,45.1,23.2,394
머핀_허쉬초코 머핀,7,23,51,29,440
머핀_헤이즐넛 휘낭시에,6.29,,,35.43,527
머핀_휘낭시에 로투스,6.98,25.58,67.44,41.86,535
머핀_휘낭시에 소보로,6.98,25.58,65.12,39.53,526
머핀_휘낭시에 소시지,11.63,39.53,55.81,37.21,667
머핀_휘낭시에 약과,6.98,25.58,72.09,39.53,572
머핀_휘낭시에 오레오,6.98,27.91,69.77,44.19,563
머핀_휘낭시에 크림치즈,6.98,27.91,55.81,34.88,509
머핀_휘낭시에 플레인,4.65,20.93,53.49,34.88,447
모닝빵_바로만든모닝빵 (10입),10,,,8,329
모닝빵_부드러운연유브레드,7,,,14,390
모닝빵_순수한맛순우유롤 (봉),9.24,,,7.61,323
모닝빵_스위트밀크롤 (1개입),9.09,17.27,50,13.64,386
모닝빵_스위트밀크롤 (2개입),9.09,18.18,50,13.64,386
모닝빵_스위트밀크롤 (3개입),9.09,16.67,50,12.12,386
모닝빵_스위트밀크롤 (4개입),9.09,17.05,48.86,12.5,381
모닝빵_스위트밀크롤 (5개입),9.09,17.27,49.09,12.73,382
모닝빵_스위트밀크롤 (6개입),8.33,17.42,49.24,12.88,383
모닝빵_야채모닝롤 (8입),11,,,7,366
모닝빵_연유퐁당밀크 브레드 (소),6.15,,,18.46,408
모닝빵_진한초코브레드,7.3,,,19.71,383
모닝빵_폭신폭신우유 브레드,9.41,,,9.41,279
모닝빵_한겹한겹촉촉한밀크 브레드,7.81,,,19.53,348
모닝빵_혼자서도즐기는연유브레드,7.03,,,14.84,391
모닝빵_굿모닝브리오슈,9.1,,,7.2,345
모닝빵_우유듬뿍연유브레드,6.95,14.44,57.75,14.44,396
모닝빵_우유듬뿍연유브레드 (대),6.79,14.64,57.5,14.64,396
모닝빵_초코아몬드브레드,8.53,14.73,48.84,19.38,372
바게트_갈릭 바게트볼,7.78,,,40,327
바게트_갈릭 치즈 부기브레드,9.41,,,0.47,369
바게트_달콤한 연유바게뜨,6.67,,,10.67,373
바게트_대파 바게트볼,7.78,,,12.22,424
바게트_마늘 바게트,8,,,14.67,425
바게트_마늘모닝바게뜨,8.57,8.57,51.9,4.29,324
바게트_마늘바게뜨,7,,,9,330
바게트_마늘 바게트,7.9,,,9.2,377
바게트_마늘빵 (5개입),7.14,,,4.29,350
바게트_마롱깜파뉴,6.82,,,8.64,243
바게트_모닝바게뜨,8.95,,,0,258
바게트_무화과크림 바게트,5.8,22.5,44.9,14.6,405
바게트_미엘프로마쥬,7.76,,,6.53,278
바게트_반미마늘스틱,4.55,,,20.45,405
바게트_반미바게뜨,5.13,,,2.56,246
바게트_순수바게트,8.1,,,0.6,264
바게트_자꾸 생각나는 갈릭바게뜨,6.67,,,11.11,444
바게트_치즈바게뜨,11,,,2,305
바게트_크랜베리 로프,7.14,,,9.14,249
바게트_크랜베리윌넛,4.76,,,30.95,414
바게트_크림치즈모닝바게뜨 (H),9.85,6.82,46.21,6.06,292
바게트_크림치즈모닝바게뜨,9.85,,,5.68,292
바게트_토마토 치즈 부기브레드,10,,,0.53,247
바게트_통검정보리브레드,6,,,3,217
바게트_통밀깜파뉴,7,,,5,241
바게트_파리의 갈릭바게뜨,7.5,,,11.67,429
바게트_파리의 바게뜨,9,,,0.5,265
바게트_프렌치마늘바게뜨,6.83,11.8,45.96,10.56,323
바게트_프렌치바게뜨,8.87,1.25,50.4,0.4,252
바게트_피자바게트,10,,,3,213
바게트_피자 바게트,7.5,,,4.38,297
바게트_허니바게트볼,7.03,,,9.38,370
바게트_허니버터 바게트볼,1.25,,,2.29,66
바게트_NEW 모닝바게뜨,8.95,1.21,51.58,0,258
바게트_NEW마늘바게뜨,8.3,6.79,51.7,5.66,308
바게트_갈릭바게뜨,7.5,17.5,45,7.5,375
바게트_꿀버터 바게트,5.83,,,15,363
바게트_달콤바삭연유바게뜨,6.59,17.03,48.35,10.99,374
바게트_명란바게뜨,7.5,17.5,41.25,2.5,350
바게트_바게트_바게트볼,7,,45,11,390
바게트_스위트깜빠뉴,7.2,8.4,39.8,5.8,264
바게트_쌀모닝 바게트 (2개입),8.91,,,4.95,327
바게트_정통바게뜨,9,1.2,51,0,255
바게트_콘에그바게뜨,8.14,15.7,22.67,2.91,265
버거_1955 버거,10.98,11.36,18.18,5.68,217
버거_NBB 시그니처 버거,9.86,15.49,17.37,4.23,249
버거_NBB 어메이징 버거,11.35,17.73,13.12,3.19,257
버거_NBB 오리지널 버거,8.99,13.76,18.52,4.23,232
버거_간장마늘싸이 버거,11.34,,,6.72,248
버거_그릴드불고기 버거,9.76,14.02,23.78,7.32,260
버거_기네스머쉬룸와퍼 버거,11.46,,,4.24,237
버거_기네스와퍼 버거,12.29,,,4.06,266
버거_기네스콰트로치 와퍼 버거,12.77,,,4.22,270
버거_내슈빌핫치킨 버거,11.24,,,5.62,251
버거_뉴욕 버거,11.45,,,4.85,234
버거_다이어트싱글 버거,6.5,,,2.03,110
버거_더블X2 버거,10.96,,,3.07,314
버거_더블불고기 버거,10.97,16.03,20.25,6.33,268
버거_더블빅맥 버거,14.73,,,2.4,275
버거_더블스테이크 버거,11.57,,,3.73,205
버거_더블와퍼 버거,12.5,,,2.92,234
