식품명,단백질(g),지방(g),탄수화물(g),당류(g),에너지(kcal)
"두릅, 땅두릅, 잎, 데친것",6.3,0.8,10.8,-,61
"두릅, 땅두릅, 줄기, 데친것",1.5,0.1,3.3,-,16
"두릅, 참두릅, 생것",4.13,0.22,5.89,0,33
"두릅, 참두릅, 잎, 생것",6.69,0.46,7.32,0.63,46
"두릅, 참두릅, 줄기, 생것",3.56,0.24,6.12,1.00,33
"두릅, 참두릅, 데친것",3.49,0.28,5.81,0,32
"두릅, 참두릅, 잎, 데친것",5.53,0.51,6.44,0,41
"두릅, 참두릅, 줄기, 데친것",2.81,0.28,5.24,0.48,28
"둥굴레, 잎, 생것",3.4,0.2,11.7,-,52
"둥굴레, 잎, 말린것",16.5,0.9,67.7,-,289
"들깨, 싹, 생것",1.7,0.1,2.5,-,17
"들깻잎, 생것",4.46,0.50,8.89,0,47
"들깻잎, 데친것",3.93,0.60,4.80,0,32
"들깻잎, 찐것",4.37,0.55,6.07,0,37
들깻잎장아찌,4.03,0.42,26.00,16.41,124
"들깻잎장아찌, 통조림",4.7,1.7,10.4,-,76
"루꼴라, 생것",3.17,0.43,4.20,0.97,26
"리크, 생것",1.8,0.3,13.2,-,54
"리크, 데친것",1.3,0.1,6.8,-2.6,28
"마늘, 생것",7.45,0.16,26.42,0.23,128
"마늘, 데친것",8.04,0.13,27.69,0.77,135
"마늘, 통마늘, 구운것",10.04,0.22,34.60,0.02,169
"마늘, 말린것",16.3,0.7,73.3,-,333
"마늘, 동결건조",15.3,0.5,73.7,-,330
"마늘, 난지형, 생것",7.03,0.12,26.61,0.47,128
"마늘, 난지형, 데친것",7.84,0.13,28.59,0,138
"마늘, 난지형, 통마늘, 구운것",8.29,0.17,30.42,0.03,147
"마늘, 난지형, 냉동",7.38,0.07,27.29,0.12,131
"마늘, 한지형, 생것",7.88,0.19,26.23,0,129
"마늘, 한지형, 데친것",8.25,0.14,26.78,1.55,132
"마늘, 한지형, 통마늘, 구운것",11.80,0.27,38.78,0,184
"마늘, 한지형, 볶은것",9.84,1.35,31.26,1.73,165
"마늘, 깐마늘, 수입산, 생것",6.99,0.99,22.78,2.26,120
"마늘, 깐마늘, 수입산, 데친것",6.74,1.21,24.27,2.40,127
마늘 장아찌,2.43,0.16,25.36,15.03,113
"마늘종, 꽃줄기, 생것",1.86,0.06,13.39,5.46,53
"마늘종, 꽃줄기, 데친것",1.98,0.17,14.82,2.74,59
마늘종 장아찌,1.96,0.14,27.34,13.02,118
"풋마늘, 잎줄기, 생것",1.90,0.17,7.33,4.01,29
"풋마늘, 잎줄기, 데친것",1.82,0.29,7.28,2.31,30
"마타리, 생것",2.1,0.1,10.9,-,45
"머위, 생것",2.31,0.14,2.74,0.07,17
"머위, 데친것",2.17,0.41,4.42,0.17,25
"머위, 삶은것",2.44,0.44,5.20,1.81,28
"머위, 말린것",17.4,3.7,58.2,-,281
"머위, 삶아서 말린것",26.73,4.67,48.62,1.85,278
"메밀, 싹, 생것",1.9,1.2,1.9,-,24
"모링가(드럼스틱), 생것",4.21,1.38,12.43,2.15,66
"모시풀, 잎, 생것",6.61,0.71,11.85,0,64
"모시풀, 잎, 삶은것",6.09,1.02,7.24,0,49
"모시풀, 잎, 서방종, 생것",4.40,1.36,8.13,1.13,51
"무, 왜무, 생것",0.5,0.1,4.1,2.7,15
"무, 조선무, 생것",0.67,0.12,4.34,1.79,20
"무, 조선무, 데친것",0.53,0.18,3.27,1.85,15
"무청, 왜무, 생것",2.3,0.7,2.9,-,22
"무청, 조선무, 생것",2.9,0.2,6.1,-,31
"무청, 시래기, 말린것, 삶은것",1.58,0.27,4.68,0,23
"무순, 싹, 생것",1.89,1.01,1.82,0.67,20
"무 절임, 단무지",0.36,0.05,2.42,0.55,12
"무 절임, 쌈무",0.54,0.03,3.10,1.46,15
"무 절임, 치킨무",0.44,0.21,4.89,3.54,22
"무말랭이, 말린것",13.59,0.30,65.34,19.91,318
무말랭이 무침,2.25,0.61,29.24,16.75,131
무국물,-,0,0.3,-,1
"물냉이, 생것",3.5,0.1,3.7,-,23
"물쑥, 생것",5.4,0.3,5.6,-,36
"물쑥, 데친것",1.9,0.1,11.7,-,47
"미나리, 돌미나리, 생것",2.2,0.2,3.8,-,21
"미나리, 돌미나리, 데친것",2.3,0.2,3.2,-,19
"미나리, 물미나리, 생것",1.81,0.25,4.45,2.69,22
"미나리, 물미나리, 데친것",2.04,0.32,4.82,1.64,25
"미나리, 물미나리, 잎, 생것",2.84,0.40,5.62,1.26,30
"미나리, 물미나리, 줄기, 생것",0.90,0.16,5.15,1.43,22
"미나리, 농축",0.36,0,33.48,28.49,120
"민들레, 생것",2.44,0.44,5.48,0,29
"민들레, 데친것",2.18,0.51,5.74,0,30
"바젤라, 생것",0.7,0.2,2.6,-,11
"바젤라, 데친것",0.9,0.2,3.2,-,12
"바질, 잎, 생것",2.43,0.71,5.56,0.80,32
"바질, 잎, 데친것",2.81,0.70,5.90,0.37,34
"박, 과육, 생것",0.5,0.1,5.2,-,21
"박, 생것, 씨 포함",1.0,0.1,8.0,-,32
"박고지, 말린것",7.6,0.4,69.0,-,268
"박쥐나무, 잎, 생것",6.7,1.2,20.7,-,100
"방가지똥, 생것",2.5,0.4,10.3,-,46
"방울다다기양배추, 생것",3.28,0.16,11.17,3.55,49
"방울다다기양배추, 데친것",5.3,0.1,9.8,-4.1,51
"배암차즈기(곰보배추), 잎, 생것",1.73,0.62,4.50,1.44,25
"배초향(방아), 잎, 생것",4.87,0.46,11.13,1.52,55
"배추, 싹, 생것",3.4,4.3,5.3,-,63
"배추, 생것",1.25,0.04,3.20,1.75,15
"배추, 봄 재배, 생것",1.61,0.07,2.28,0.94,13
"배추, 여름 재배, 생것",0.90,0.02,3.99,1.99,17
"배추, 가을 재배, 생것",1.25,0.05,3.35,2.33,15
"배추, 데친것",1.4,-,3.9,-,17
"배추, 삶은것",1.16,0.14,3.04,1.13,15
"배추, 봄 재배, 삶은것",1.39,0.12,2.61,0.85,14
"배추, 여름 재배, 삶은것",0.85,0.23,3.53,1.01,17
"배추, 가을 재배, 삶은것",1.25,0.06,2.94,1.55,14
"배추, 염절임",1.34,0.07,3.62,2.08,17
"배추, 봄 재배, 염절임",1.63,0.09,2.89,1.44,15
"배추, 여름 재배, 염절임",1.03,0.05,4.04,2.26,17
"배추, 가을 재배, 염절임",1.35,0.06,3.90,2.55,18
"배추, 노랑봄배추(노지), 생것",1.0,-,3.0,-,13
"배추, 노랑봄배추(노지), 데친것",1.2,-,3.9,-,17
"배추, 노랑봄배추(노지), 염절임",1.1,0.1,3.6,-,16
"배추, 노랑봄배추(하우스), 생것",1.0,0,2.6,-,12
"배추, 노랑봄배추(하우스), 데친것",1.0,-,3.4,-,15
"배추, 노랑봄배추(하우스), 염절임",1.0,-,3.4,-,15
"배추, 불암 3호(노지), 생것",0.9,0.1,5.7,-,23
"배추, 불암 3호(노지), 데친것",1.3,0.1,8.2,-,33
"배추, 불암 3호(노지), 염절임",1.2,0.1,7.4,-,30
"배추, 불암 3호(하우스), 생것",1.0,0.1,2.8,-,13
"배추, 불암 3호(하우스), 데친것",1.3,0.1,3.8,-,18
"배추, 불암 3호(하우스), 염절임",1.1,0.1,4.0,-,18
"배추, 시래기, 말린것",14.38,3.89,58.92,25.52,278
"배추, 시래기, 말린것, 삶은것",1.68,0.24,4.60,0.12,23
"배추, 유기재배, 생것",1.1,0,3.2,-,14
"배추, 봄동, 생것",2.02,0.17,4.78,2.45,23
"배추, 봄동, 데친것",1.84,0.18,4.54,2.01,22
"배추, 얼갈이배추, 생것",1.22,0.08,2.78,0.55,14
"배추, 얼갈이배추, 데친것",2.00,0.14,2.17,0.89,14
"배추, 얼갈이배추, 염절임",1.91,0.11,2.50,0.59,15
"백모근, 뿌리, 말린것",9.0,2.0,77.0,-,337
"백합, 뿌리, 생것",3.34,1.52,24.91,0.44,118
"보리, 순, 가루",26.6,4.8,58.5,-,314
"보리, 쌀보리, 순, 생것",2.0,0.3,4.6,-,24
"보리, 올보리, 순, 생것",3.1,1.1,13.9,-,66
"보리, 큰알보리, 순, 생것",2.91,0.27,3.99,0.52,24
"보리, 큰알보리, 순, 동결건조",28.30,3.39,51.96,2.83,283
"뽕잎, 생것",6.28,0.50,12.82,2.47,65
"뽕잎, 삶은것",4.86,0.53,9.00,0.41,48
"뽕잎, 삶아서 말린것",26.22,2.98,53.22,0,279
"뽕잎, 삶아서 말린것, 삶은것",5.90,0.55,8.92,0.10,51
"부지갱이(섬쑥부쟁이), 생것",3.65,0.43,4.90,1.21,30
"부지갱이(섬쑥부쟁이), 데친것",4.00,0.65,4.92,0.61,33
"부지갱이(섬쑥부쟁이), 말린것",25.7,2.0,50.0,-,258
"부지갱이(섬쑥부쟁이), 삶아서 말린것",25.09,2.88,59.07,5.20,296
"부지갱이(섬쑥부쟁이), 삶아서 말린것, 삶은것",5.17,0.68,8.24,0.38,48
"부추, 두메부추, 생것",1.2,0.1,11.9,-,46
"부추, 산부추, 생것",3.5,0.1,8.8,-,41
"부추, 재래종, 생것",1.8,0.3,4.1,-,22
"부추, 재래종, 데친것",2.3,0.2,3.6,-,20
"부추, 호부추, 생것",2.06,0.33,6.23,2.86,30
"부추, 호부추, 데친것",2.37,0.35,6.42,2.39,32
"브로콜리, 생것",3.08,0.20,6.32,0.79,32
"브로콜리, 데친것",2.80,0.31,5.34,0.40,28
"브로콜리, 삶은것",3.9,0.4,5.2,1.2,30
"브로콜리, 싹, 생것",3.81,0.92,3.80,0.91,31
"브로콜리, 잎, 생것",2.2,0.4,8.1,-,38
"브로콜리, 잎, 말린것",15.4,2.8,55.3,-,258
"브로콜리, 잎, 삶아서 말린것",17.4,1.8,59.8,-,271
"브로콜리, 가루",17.5,3.9,58.4,-,284
"비비추(이밥추), 생것",3.0,0.6,10.1,-,48
"비타민채(다채), 생것",2.1,0.2,2.0,-,14
"비타민채(다채), 어린잎, 생것",2.26,0.50,1.44,0,15
"비트, 뿌리, 생것",1.56,0.14,5.26,2.87,26
"비트, 뿌리, 데친것",1.28,0.13,4.66,2.82,23
"비트 피클, 통조림",0.80,0.08,16.28,11.05,65
"비트, 잎, 생것",2.2,0.1,2.8,-,16
"비트, 잎, 데친것",2.3,0.2,2.2,-,15
"비트, 어린잎, 생것",2.85,0.42,2.91,0.15,21
"사탕무, 생것",1.8,0,18.7,-,77
"사탕수수, 생것",1.1,0,20.9,-,77
"산마늘(명이나물), 생것",2.02,0.21,8.21,3.80,36
"산마늘(명이나물), 데친것",2.08,0.31,8.29,2.99,37
산마늘(명이나물)장아찌,2.37,0.62,12.20,7.83,55
"삼나물, 말린것",22.8,2.2,61.3,-,293
"삼붕냐와, 생것",1.62,1.09,3.84,0.24,27
"삼채, 뿌리, 생것",0.77,0.04,12.15,3.21,49
"삼채, 잎, 생것",1.95,0.20,4.80,1.82,24
"삼채, 줄기, 생것",0.78,0.09,4.65,1.31,19
"삼채, 잎줄기, 생것",1.55,0.13,4.99,0.81,23
"삼채, 잎줄기, 데친것",2.04,0.27,5.77,0,28
"상추, 잎상추, 치마상추, 녹색, 생것",1.88,0.36,3.48,1.22,20
"상추, 잎상추, 적색, 생것",1.42,0.28,3.69,1.17,19
"상추, 잎상추, 뚝섬적축면, 적색, 생것",1.1,0.3,2.4,-,14
"상추, 잎상추, 롤로로사, 적색, 생것",1.1,0.2,4.5,-,20
"상추, 잎상추, 적하계, 적색, 생것",1.7,0.2,3.7,-,19
"상추, 잎상추, 축면상추, 적색, 생것",1.31,0.21,2.79,1.03,15
"상추, 잎상추, 치마상추, 적색, 생것",1.53,0.36,4.59,1.31,23
"상추, 반결구, 로메인, 녹색, 생것",1.78,0.32,4.59,0.87,23
"상추, 반결구, 아시아아이스, 녹색, 생것",1.8,0.6,4.0,-,24
"상추, 반결구, 천상, 녹색, 생것",1.2,0.3,3.2,-,17
"상추, 반결구, 로메인, 적색, 생것",2.28,0.22,2.72,0.15,17
"상추, 결구(양상추), 녹색, 생것",1.06,0.10,3.35,2.17,15
"상추, 결구, 아담, 녹색, 생것",0.9,0.2,1.3,-,9
"상추, 결구, 유레이크, 녹색, 생것",0.8,0.2,3.5,-,16
"상추, 결구, 풍성, 녹색, 생것",0.6,0.1,2.1,-,10
"생강, 뿌리줄기, 생것",0.97,0.15,9.82,0.45,42
"생강, 뿌리줄기, 수입산, 생것",1.3,0.3,8.4,-,38
"생강, 편강, 당조림",0.70,0.86,88.35,19.90,364
생강 피클,0.3,0.2,3.9,-,15
"선인장, 보검선인장, 열매, 생것",0.97,0.19,19.35,2.53,83
"선인장, 보검선인장, 줄기, 생것",1.03,0.12,7.15,0.43,34
"선인장, 저단선인장, 열매, 생것",0.80,0.38,21.00,6.00,91
"선인장, 저단선인장, 줄기, 생것",0.75,0.15,17.76,0,75
"섬초롱, 생것",3.0,0.4,8.5,-,41
"섬초롱, 데친것",2.0,0.2,7.6,-,34
"셀러리, 생것",1.04,0.07,3.95,0,17
"셀러리, 데친것",1.10,0.12,3.81,0,17
"소리쟁이, 잎, 말린것",21.7,2.2,52.6,-,259
"쇠귀나물, 뿌리, 생것",6.3,0.1,26.6,-,128
"쇠귀나물, 뿌리, 데친것",6.2,0.1,27.2,-,129
"수리취(떡취), 생것",3.9,0.2,14.7,-,64
"숙주나물, 생것",1.73,0.05,2.34,0,13
"숙주나물, 데친것",2.2,0.2,1.4,-,12
"숙주나물, 찐것",1.96,0.11,2.90,0,16
"순무, 전체, 생것",1.50,0.09,5.65,1.93,27
"순무, 전체, 데친것",1.32,0.09,6.04,2.30,28
"순무, 뿌리, 생것",1.10,0.07,6.88,3.70,30
"순무, 뿌리, 데친것",1.28,0.09,7.51,2.98,33
"순무, 뿌리, 염절임",1.0,0.2,4.9,-,21
"순무, 잎, 생것",2.05,0.17,4.14,0.12,21
"순무, 잎, 데친것",1.58,0.18,4.17,0,20
"순무, 잎, 염절임",2.3,0.2,6.0,-,27
"스테비아, 생것",2.40,0.32,8.71,0,40
"스테비아, 말린것",14.2,2.0,70.5,-,303
"시금치, 생것",3.35,0.39,4.86,0.40,29
"시금치, 노지, 생것",4.15,0.43,4.40,0,29
"시금치, 하우스, 생것",2.60,0.33,5.08,1.60,27
"시금치, 섬초, 생것",3.11,0.34,3.76,0,24
"시금치, 포항초, 생것",3.56,0.46,6.22,0,35
"시금치, 데친것",4.02,0.61,5.26,0.16,34
"시금치, 노지, 데친것",4.78,0.79,5.21,0,37
"시금치, 하우스, 데친것",3.01,0.49,5.84,0.63,32
"시금치, 섬초, 데친것",4.12,0.55,4.80,0,32
"시금치, 포항초, 데친것",4.19,0.63,5.19,0,34
"신선초(명일엽), 생것",1.08,0.14,5.66,1.95,24
"쌈추, 생것",3.07,0.23,4.29,0,25
"쌈추, 싸미나, 생것",2.7,0.3,3.0,-,20
"쑥, 생것",3.40,0.38,7.04,0,37
"쑥, 데친것",3.71,0.63,6.79,0,39
"쑥, 말린것",25.80,2.05,53.80,0.16,272
"쑥, 사자발쑥, 생것",2.6,0.5,12.7,-,56
"쑥, 사자발쑥, 데친것",1.9,0.3,13.3,-,55
"쑥갓, 생것",1.93,0.17,2.35,0,15
"쑥갓, 데친것",2.10,0.30,3.80,0,21
"쑥부쟁이, 생것",2.92,0.72,3.53,0.08,26
"씀바귀, 생것",2.9,0.4,9.2,-,43
"씀바귀, 데친것",2.6,0.2,6.3,-,31
"씀바귀, 뿌리, 생것",2.54,0.13,16.24,5.05,71
"아스파라거스, 생것",2.02,0.34,2.53,1.35,17
"아스파라거스, 데친것",2.08,0.19,2.81,1.24,17
"아스파라거스, 통조림",1.1,0.1,3.0,-,14
"아스파라거스, 하얀색, 생것",1.85,0.53,3.51,3.49,21
"아욱, 생것",3.08,0.31,7.64,0,37
"아욱, 데친것",3.52,0.49,5.20,0,31
"아이비카, 닥풀, 말린것",27.7,4.4,43.7,-,260
"아주까리, 순, 말린것",36.8,3.1,48.0,-,287
"아주까리, 잎, 생것",5.8,0.5,17.8,-,82
"아티초크, 생것",3.27,0.15,10.51,0.99,47
"아티초크, 삶은것",2.89,0.34,11.95,0.99,53
"아티초크, 냉동",2.63,0.43,7.75,-,38
"아티초크, 냉동, 삶은것",3.11,0.50,9.18,0.84,45
"알로에, 과육, 생것",0.1,-,0.7,-,3
알로에 음료,0,0,11.09,9.21,40
"알팔파, 싹, 생것",3.53,0.20,3.14,0.34,21
"양배추, 생것",1.68,0.08,7.92,4.79,33
"양배추, 데친것",1.71,0.12,7.56,5.20,32
"양배추, 찐것",1.68,0.12,7.41,4.24,32
"양배추, 적색, 생것",2.13,0.21,9.53,4.77,41
"양배추, 적색, 싹, 생것",3.38,1.77,4.60,0.73,39
"양배추 샐러드, 코울슬로",0.95,9.91,14.89,12.19,153
"양파, 생것",0.95,0.04,6.67,5.74,29
"양파, 데친것",0.84,0.04,6.97,4.56,29
"양파, 말린것",11.7,1.0,78.0,-,340
"양파, 수입산, 생것",0.9,0.1,7.0,-,30
"양파, 자색 양파, 생것",0.75,0.02,7.81,3.31,32
"양파, 레드프라임, 생것",0.46,0.63,8.56,6.56,37
"양파, 썬파워, 생것",0.52,0.47,7.38,6.00,32
"양파, 샬롯, 생것",2.28,2.54,14.84,2.10,80
"양파링, 튀김옷, 냉동",3.15,14.10,30.53,-,258
"양파링, 튀긴것(튀김옷)",3.86,25.23,43.58,5.43,411
양파 장아찌,1.59,0.05,20.99,15.24,85
"양하, 생것",0.6,0.1,2.8,-,13
"어수리, 생것",4.4,0.3,5.0,-,31
"어수리, 잎, 생것",2.4,0.3,10.4,-,45
"음나무(엄나무), 잎, 생것",6.94,0.67,5.20,0.36,41
"음나무(엄나무), 잎, 데친것",7.05,0.75,3.86,0,37
"엉겅퀴, 말린것",22.4,1.6,55.6,-,267
"엉겅퀴, 삶아서 말린것",27.4,2.2,54.2,-,279
"여주(고야), 생것",1.28,0.36,4.48,0.36,22
"연근, 생것",1.63,0.07,17.28,1.81,75
"연근, 데친것",1.07,0.08,14.41,0.59,62
연근 조림,2.1,1.3,60.2,-,261
"열대비름(아마란스), 잎, 생것",5.8,0.9,6.5,-,45
"열대비름(아마란스), 어린잎, 생것",2.99,0.35,3.11,0,21
"열무, 생것",2.08,0.21,1.99,0,14
"열무, 데친것",2.69,0.25,2.95,0,19
"염교(락교), 뿌리줄기, 생것",1.4,0.2,29.3,-,83
염교(락교),0.52,1.00,21.79,18.72,93
"영아자, 생것",2.5,0.1,7.7,-,34
"영아자, 데친것",2.5,0.2,7.8,-,36
"영아자, 말린것",23.8,3.1,54.4,-,278
"오이, 겨울살이청장, 생것",0.8,0,3.1,-,13
"오이, 늙은오이, 생것",1.19,0.03,1.71,0.85,9
"오이, 다다기, 생것",1.22,0.02,3.05,1.38,14
"오이, 취청, 생것",1.15,0.03,2.81,1.47,13
오이 피클,0.38,0.12,25.07,22.69,91
"오이지, 염절임",0.63,0.12,2.10,1.07,10
"오크라, 생것",2.1,0.2,6.6,1.9,26
"오크라, 데친것",2.1,0.1,7.6,-2.1,29
"옥수수, 순, 생것",1.7,0.3,8.2,-,40
"우엉, 생것",2.61,0.06,15.29,2.87,69
"우엉, 데친것",1.88,0.09,11.34,0.69,52
"우엉, 장조림",2.10,0.30,34.37,17.40,149
"울금, 뿌리줄기, 생것",1.79,2.56,15.73,3.83,87
울외장아찌,5.1,0.3,13.1,-,67
"원추리, 생것",3.55,0.36,6.48,2.51,35
"원추리, 데친것",3.22,0.29,5.09,1.78,28
"유채, 싹, 생것",3.4,4.6,6.8,-,78
"유채, 잎, 생것",3.89,0.31,4.98,0.58,30
"유채, 잎, 데친것",4.36,0.38,4.15,0.49,29
"유채, 동채, 생것",4.13,0.32,4.60,0.60,29
"유채, 동채, 데친것",4.45,0.40,4.60,0.62,31
"유채, 잎줄기, 생것",4.1,0.4,6.0,-,36
"유채, 잎줄기, 데친것",3.6,0.4,5.3,-,30
"잇꽃(홍화), 잎, 생것",3.9,0.4,9.0,-,45
"자운영, 생것",4.6,0.6,6.6,-,40
"잔대, 뿌리, 생것",2.1,0.2,18.6,-,79
"잔대, 순, 생것",3.4,0.9,9.9,-,55
"적양무, 어린잎, 생것",2.54,0.42,2.54,0.22,19
"전호, 생것",3.1,0.1,4.2,-,23
"제비쑥, 생것",4.5,0.7,5.0,-,35
"조뱅이, 생것",4.0,0.2,10.1,-,47
"줄나물, 말린것",29.7,1.7,41.9,-,236
"진달래꽃, 생것",1.0,0.1,6.3,-,26
"질경이, 생것",3.0,0.2,10.8,-,48
"질경이, 데친것",2.4,0.1,10.7,-,45
"참나물, 야생, 생것",3.5,0.4,7.6,-,39
"참나물, 야생, 말린것",5.9,3.5,74.3,-,309
"참나물, 재배, 생것",1.58,0.19,4.09,0,20
"참나물, 재배, 데친것",1.39,0.23,4.54,0,22
"참나물, 재배, 말린것",8.5,3.8,71.6,-,308
"참반디, 말린것",12.6,2.7,65.7,-,288
"참빗살나무, 잎, 생것",7.4,0.7,10.3,-,61
"참죽나물(가죽나물), 생것",5.80,0.39,8.59,0.78,48
"참죽나물(가죽나물), 데친것",5.39,0.51,8.10,0.57,46
"참죽나물, 말린것",27.9,1.0,57.0,-,280
"참죽나물(가죽나물), 삶아서 말린것",34.44,3.13,44.54,6.80,269
"참죽나물(가죽나물), 삶아서 말린것, 삶은것",7.28,0.74,7.89,0.38,52
"청경채, 생것",1.41,0.09,1.64,0,10
"청경채, 데친것",1.60,0.13,1.81,0,11
"청경채, 어린잎, 생것",2.59,0.32,1.86,0.29,16
"초석잠, 뿌리, 생것",2.30,0.56,17.00,0.17,76
"총각무, 전체, 생것",1.38,0.07,5.18,2.19,22
"총각무, 뿌리, 생것",1.16,0.05,6.99,3.34,30
"총각무, 잎, 생것",1.97,0.34,4.59,0.61,24
"취나물, 개미취, 생것",4.2,0.3,11.3,-,53
"취나물, 곰취, 생것",3.04,0.49,5.77,1.10,32
"취나물, 곰취, 데친것",3.28,0.64,6.09,0.30,35
"취나물, 곰취, 야생, 말린것",5.1,4.9,71.1,-,307
"취나물, 곰취, 재배, 말린것",8.0,4.7,69.2,-,306
"취나물, 미역취, 생것",3.7,0.6,9.6,-,48
"취나물, 참취, 생것",2.61,0.38,11.66,2.55,51
"취나물, 참취, 데친것",2.77,0.50,10.54,0.63,49
"취나물, 참취, 말린것",22.2,2.3,53.6,-,265
"취나물, 참취, 말린것, 삶은것",3.0,0.5,12.3,-,55
"취나물, 참취, 삶아서 말린것",26.85,3.67,56.82,3.43,299
"취나물, 참취, 삶아서 말린것, 데친것",4.90,0.97,8.22,0,49
"치커리, 뿌리, 생것",1.40,0.20,17.51,8.73,72
"치커리, 잎, 생것",1.70,0.21,2.95,0,16
"치커리, 잎, 적색, 생것",2.3,0.2,5.0,-,25
"치커리, 치콘, 생것",1.19,0.25,2.62,-,14
"케일, 생것",3.11,0.24,4.61,0,26
"케일, 꽃케일, 생것",3.3,0.2,6.5,-,33
"케일, 로얄채, 생것",2.7,0.3,11.1,-,49
"케일, 꽃케일, 적색, 생것",3.1,0.3,5.8,-,31
"케일, 하우스, 생것",2.0,0.3,4.2,-,22
"콜라비, 생것",1.16,0.05,5.16,1.55,22
"콜라비, 데친것",1.0,Tr,5.2,-2.3,20
"콩나물, 생것",4.64,1.36,3.80,0.35,36
"콩나물, 삶은것",4.52,1.51,2.55,0.62,33
"콩나물, 말린것",45.7,10.8,32.5,-,406
"콩나물, 가루",45.4,11.6,31.7,-,409
"콩나물, 녹색, 생것",4.2,0.9,2.7,-,27
"콩잎, 잎, 생것",6.6,0.3,21.0,-,94
"토란대, 줄기, 생것",0.28,0.05,4.25,1.52,16
"토란대, 줄기, 데친것",0.4,-,5.3,-,20
"토란대, 줄기, 말린것",7.4,1.1,65.5,-,261
"토란대, 줄기, 말린것, 데친것",0.5,0.1,4.9,-,20
"토마토, 생것",1.03,0.18,4.26,2.37,19
"토마토, 데친것",0.70,0.14,4.06,2.08,17
"토마토, 대저, 생것",0.76,0.04,5.87,1.45,23
"토마토, 대저, 데친것",0.94,0.06,6.50,3.85,26
"토마토, 방울토마토, 생것",1.00,0.13,6.02,3.89,25
"토마토, 유기재배, 생것",0.9,0.1,3.9,-,17
"토마토, 흑토마토, 생것",0.68,0.04,5.22,2.96,21
"토마토, 흑토마토, 데친것",0.66,0.03,4.78,2.74,19
토마토 음료,0.40,0.02,10.92,8.40,41
"토마토, 통조림",0.9,0.2,4.4,-3.6,21
"토마토, 통조림, 페이스트",4.22,0.24,19.68,11.78,98
"토마토, 통조림, 퓨레",1.9,0.1,9.9,-5.2,44
"토스카노(잎브로콜리), 생것",4.7,0.6,6.7,-,40
"파, 생것",1.2,0.2,6.7,-,29
"파, 골파, 생것",1.5,0.2,6.5,-,29
"파, 실파, 생것",1.5,0.1,3.2,-,16
"파, 쪽파, 생것",1.73,0.14,4.24,1.17,21
"파, 대파, 생것",1.78,0.15,4.80,2.63,23
"파드득나물(삼엽채), 생것",1.8,0.1,5.5,-,25
"파슬리, 생것",3.2,0.5,6.8,-,36
"파프리카, 노란색, 생것",0.77,0.12,5.95,2.79,24
"파프리카, 노란색, 데친것",0.79,0.13,6.21,2.76,25
"파프리카, 빨간색, 생것",0.91,0.13,6.42,2.65,26
"파프리카, 빨간색, 데친것",0.92,0.13,6.91,2.68,28
"파프리카, 주황색, 생것",1.02,0.12,5.88,5.26,24
"파프리카, 주황색, 데친것",1.06,0.12,6.45,5.38,27
"미니파프리카, 노란색, 생것",1.01,1.09,8.32,8.80,41
"미니파프리카, 빨간색, 생것",1.07,0.94,8.49,7.45,41
"미니파프리카, 주황색, 생것",0.97,0.79,8.22,6.28,38
"피망, 빨간색, 생것",1.17,0.09,6.94,3.02,28
"피망, 빨간색, 데친것",1.24,0.11,8.18,3.13,33
"피망, 초록색, 생것",0.90,0.04,5.36,1.35,22
"피망, 초록색, 데친것",0.92,0.06,5.59,1.16,23
"할라페뇨, 통조림",0.92,0.94,4.74,2.14,27
"해바라기, 싹, 생것",2.2,0.1,0.9,-,9
"호박, 싹, 생것",4.5,1.7,3.6,-,38
"호박, 잎, 생것",4.83,0.38,8.43,0.84,45
"호박, 잎, 데친것",3.09,0.34,6.14,0.33,32
"호박, 잎, 찐것",4.84,0.49,9.19,0.70,49
"호박, 국수호박, 생것",0.6,0.1,4.4,-,18
"호박, 국수호박, 데친것",0.5,0.1,3.8,-,16
"호박, 늙은호박, 생것",0.88,0.17,8.49,3.50,38
"호박, 늙은호박, 데친것",1.7,0.1,6.9,-,30
"호박, 늙은호박, 삶은것",0.60,0.13,5.23,2.55,24
"호박, 늙은호박, 찐것",1.09,0.14,8.88,4.93,40
"호박, 늙은호박, 말린것",7.60,2.42,72.33,37.86,333
"호박, 단호박, 생것",1.19,0.65,13.63,4.74,57
"호박, 단호박, 데친것",1.7,0.1,6.9,-,30
"호박, 단호박, 찐것",1.72,0.84,15.45,7.34,66
"호박, 애호박, 생것",1.07,0.09,5.14,2.43,22
"호박, 애호박, 데친것",1.05,0.10,4.88,2.08,21
"호박, 애호박, 말린것",13.75,1.11,67.64,41.33,284
"호박, 애호박, 말린것, 데친것",2.24,0.26,6.54,0.67,31
"호박, 쥬키니, 생것",1.2,0.1,7.7,-,31
"호박, 쥬키니, 데친것",0.9,0,2.4,-,11
"호박, 차요테, 초록색, 생것",0.59,0.46,4.37,2.32,21
"호박, 차요테, 하얀색, 생것",0.61,0.33,4.27,2.54,19
호박즙,0.64,0,4.73,3.53,21
"화살나무(홑잎), 순, 생것",4.77,0.84,21.59,3.32,96
"화살나무(홑잎), 순, 데친것",4.03,0.94,17.03,2.07,78
"검은비늘버섯, 생것",1.8,0.1,4.5,-,13
"검은비늘버섯, 말린것",20.1,2.7,62.1,-,177
