식품명,단백질(g),지방(g),탄수화물(g),당류(g),에너지(kcal)
"정향, 가루",7.2,13.6,66.4,-,398
"조미료, 멸치맛, 가루",14.12,2.81,32.37,4.51,211
"조미료, 쇠고기맛, 가루",5.86,4.09,49.11,14.87,257
"조미료, 액상",6.19,0,13.02,0,77
"짜장 소스, 가루",10.51,4.33,67.42,10.23,351
"짜장 소스, 레토르트",2.42,3.22,13.50,0,93
"짜장 소스, 춘장",11.80,4.16,30.46,8.06,206
청국장,10.2,0.8,14.9,-,108
"청국장, 가루",38.8,16.4,28.8,-,411
"청국장, 찌개용",10.93,5.88,10.42,1.55,136
초고추장,3.79,1.17,53.78,36.02,211
칠리 소스,1.8,0.1,26.3,-,112
"칠리, 가루",15.0,8.2,60.1,-,374
"카레 소스, 가루",8.38,18.69,55.76,6.66,425
"카레 소스, 레토르트",2.47,1.89,11.39,7.41,72
"코리아타임, 말린것",1.4,6.2,79.2,-,378
"타라곤, 말린것",22.77,7.24,50.22,-,295
"타임, 가루",6.5,5.2,69.8,-,342
템페,20.29,10.80,7.64,-,192
토마토 소스,2.0,0.2,8.5,-5.3,41
토마토 케첩,1.78,0.08,31.73,20.76,135
"파슬리, 말린것",26.63,5.48,50.64,7.27,292
"파프리카, 가루",15.5,11.6,55.6,-,385
"페퍼민트, 생것",3.75,0.94,14.89,-,70
포크커틀릿 소스,0.60,0.02,32.54,22.31,133
핫 소스,1.44,0.63,8.80,5.72,47
"후추, 검은색, 가루",12.87,5.00,66.33,0.65,362
"후추, 흰색, 가루",10.1,6.4,70.1,-0.6,376
간짜장,3.4,3.4,20.6,-,127
갈비탕,4.6,1.8,1.3,-,40
게살죽,2.2,0.9,13.4,-,71
고추잡채,5.5,6.0,13.1,-,128
곰탕,10.0,4.3,1.0,-,83
김밥,3.6,3.2,28.8,-,158
"김밥, 김치 김밥",4.4,2.6,24.3,-,138
"김밥, 샐러드 김밥",3.8,5.4,24.6,-,162
"김밥, 소고기 김밥",6.4,3.9,25.0,-,161
"김밥, 참치 김밥",5.8,5.1,24.5,-,167
김치찌개,3.8,3.8,3.0,-,61
깐풍기,13.1,18.5,18.9,-,295
깨죽,1.7,2.0,9.9,-,64
꼬리곰탕,14.6,5.4,0.7,-,110
난자완스,10.8,10.2,9.6,-,173
내장탕,7.8,4.3,1.9,-,78
"냉면, 물냉면",2.0,0.5,14.1,-,69
"냉면, 비빔냉면",3.6,1.1,22.3,-,114
"냉면, 열무냉면",2.6,0.7,12.2,-,66
"냉면, 회냉면",3.2,1.4,22.2,-,114
"덮밥, 불고기 덮밥",5.7,3.2,20.5,-,134
"덮밥, 오징어 덮밥",6.3,2.8,21.5,-,136
"덮밥, 제육 덮밥",6.0,4.4,23.1,-,156
"덮밥, 참치 덮밥",5.8,3.3,20.6,-,135
"덮밥, 회 덮밥",6.0,3.3,20.7,-,137
도가니탕,12.6,2.1,0.6,-,72
"돈저냐(동그랑땡), 냉동",9.4,14.5,14.1,-,225
동태찌개,5.8,2.0,1.3,-,46
돼지고기 볶음,11.5,10.3,9.1,-,175
된장찌개,2.9,1.3,3.4,-,37
떡만둣국,2.9,1.6,15.8,-,89
떡볶이,3.8,1.7,30.2,-,151
"라면, 조리전",8.59,11.47,69.44,0,369
"라면, 조리후",2.00,2.51,14.68,0,89
"라면, 국물, 조리후",0.44,0.96,2.08,0,19
"라면, 면, 조리후",3.89,4.37,29.79,0,174
"라면, 비빔라면, 조리후",3.38,5.67,31.01,1.81,189
"라면, 짜장라면, 조리후",3.66,4.28,31.00,0.63,177
"라면, 용기라면, 조리후",1.89,2.99,16.58,0,101
"라면, 용기라면, 국물, 조리후",0.61,1.44,3.21,0,28
"라면, 용기라면, 면, 조리후",3.50,4.95,33.42,0,192
"라면, 용기라면, 볶음라면, 조리전",8.75,11.46,63.47,4.03,392
"라면, 용기라면, 볶음라면, 조리후",4.52,5.39,33.90,3.28,202
라조기,10.3,11.7,13.1,-,199
마파두부,7.6,6.9,5.4,-,114
막국수,3.8,1.1,20.9,-,109
"만두, 고기 만두",9.38,6.58,27.79,0.49,208
"만두, 군만두",7.0,11.7,35.2,-,274
"만두, 김치 만두",8.13,6.59,23.82,0.67,187
"만두, 물만두",5.6,5.1,15.6,-,131
만둣국,3.1,2.5,6.8,-,62
"메밀 냉면 육수, 인스턴트",0.83,0.05,42.58,30.94,174
"미역국, 인스턴트, 조리전",9.4,3.6,63.2,-,323
"미트볼, 냉동",-10.2,-12.5,-13.4,-,199
"볶음밥, 김치 볶음밥",4.6,4.1,24.0,-,151
"볶음밥, 새우 볶음밥",4.5,4.9,28.2,-,175
"볶음밥, 오므라이스",4.8,4.8,25.0,-,162
"북어국, 인스턴트, 조리전",44.1,6.1,32.2,-,360
비빔 국수,3.4,2.1,20.0,-,113
비빔밥,4.0,3.7,23.0,-,141
"사골국, 인스턴트",1.4,0.4,0.3,-,10
"삼각김밥, 고추장 불고기",3.7,1.6,34.1,-,166
"삼각김밥, 숯불갈비",4.0,1.7,32.5,-,161
"삼각김밥, 참치 마요네즈",3.9,3.2,32.0,-,172
삼계탕,11.5,3.3,4.1,-,92
"샌드위치, 닭고기",16.28,11.19,20.89,3.64,250
"샌드위치, 생선",10.29,12.45,26.69,3.53,257
"샌드위치, 소고기",15.17,10.30,22.21,3.84,244
"샌드위치, 햄, 치즈",7.4,9.9,24.8,-,218
"샌드위치, 햄, 치즈, 채소",8.66,10.38,21.55,4.67,214
선짓국,6.4,1.2,1.4,-,42
소고기버섯죽,2.3,0.9,13.6,-,72
소고기육개장,3.1,2.7,3.0,-,49
소머리국밥,9.5,3.6,2.2,-,79
순대국,5.4,4.1,2.2,-,67
순두부찌개,3.6,3.1,1.9,-,50
"스튜, 레토르트",-4.1,-12.6,-7.1,-,153
"스튜, 크림 스튜, 레토르트",4.1,8.0,7.6,-,119
"스파게티, 미트소스 스파게티, 냉동",5.05,1.01,15.24,2.60,90
"스프, 소고기 스프, 가루",11.3,10.3,67.1,-,406
"스프, 소고기 스프, 가루, 끓인것",1.14,0.22,0.04,0,7
"스프, 소고기, 채소 스프, 가루, 끓인것",3.18,1.16,6.16,1.25,48
"스프, 양송이 스프, 가루",8.3,11.3,70.7,-,418
"스프, 양송이 스프, 가루, 끓인것",0.66,2.59,3.33,0.20,39
"스프, 양파 스프, 가루",7.48,0.34,65.07,4.65,293
"스프, 양파 스프, 가루, 끓인것",0.32,0.01,2.77,0.20,12
"스프, 콘소메 스프, 가루, 끓인것",2.52,0,0.32,0,11
"스프, 크림 스프, 가루",6.8,15.9,68.1,-,443
"스프, 크림 스프, 가루, 끓인것",0.72,0.97,4.70,-,30
알밥,3.6,2.6,29.2,-,155
알탕,9.5,1.8,1.6,-,61
양장피,6.6,3.8,7.8,-,92
연잎밥,4.0,0.3,47.0,-,207
"옥수수죽, 레토르트",-1.7,-2.6,-8.5,-,62
"우동, 일식 우동",1.9,1.1,10.6,-,60
"우동, 중식 우동",2.9,2.1,8.5,-,65
육회,14.9,6.2,9.4,-,153
잡채밥,3.0,2.9,24.5,-,136
잡탕밥,5.9,2.7,14.0,-,104
전복죽,1.6,1.2,14.3,-,74
짜장면,3.0,3.1,20.6,-,122
짜장밥,3.0,4.5,24.0,-,149
짬뽕,2.8,1.9,10.1,-,69
쫄면,4.1,2.2,24.3,-,133
청국장 찌개,5.6,3.9,2.6,-,68
"초밥, 광어 초밥",9.0,1.3,25.8,-,151
"초밥, 모듬 초밥",8.5,2.0,25.5,-,154
"초밥, 유부 초밥",4.32,2.51,31.26,2.11,165
추어탕,3.5,2.6,2.9,-,49
카레라이스,2.7,2.5,25.2,-,134
"칼국수, 해물",2.5,0.5,13.8,-,70
콩국수,3.9,1.3,14.0,-,83
콩나물해장국,3.4,1.3,1.7,-,32
"크로켓, 감자 크로켓, 냉동",4.6,4.9,25.3,-,157
"크로켓, 채소 크로켓, 냉동",3.0,12.9,34.0,-,264
"크로켓, 크림 크로켓, 냉동",4.7,6.3,20.9,-,159
탕수육,8.7,10.0,25.9,-,228
"튀김, 김말이튀김",2.4,12.5,32.1,-,251
"튀김, 채소튀김",3.6,17.3,37.6,-,321
팔보채,8.5,3.5,3.8,-,81
팥죽,3.1,0.6,16.3,-,83
"팥죽, 레토르트",3.9,0.4,24.4,-,117
"피자, 슈퍼슈프림 피자, 냉동",11.3,7.3,30.4,-,233
"피자, 치킨슈프림 피자, 냉동",11.9,9.3,29.6,-,250
"핫도그, 냉동",8.09,10.55,34.97,7.02,267
"햄버거, 소고기패티",11.94,8.94,35.76,6.59,271
"햄버거, 소고기패티, 토마토, 양상추, 양파",9.55,13.23,18.01,4.78,229
호박죽,1.2,1.1,14.9,-,74
"갈색 거저리, 유충, 생것",23.19,11.00,0.83,0.97,195
"갈색 거저리, 유충, 말린것",51.39,30.43,14.41,1.95,537
"고로쇠나무, 수액",0,0.02,1.44,1.08,5
"누에, 유충, 가루",50.85,26.53,10.06,0,482
"누에, 번데기, 생것",12.62,7.55,1.95,0,126
"누에, 번데기, 말린것",22.3,13.3,3.7,-,224
"누에, 번데기, 통조림",9.6,6.7,0,-,99
"단백질 보충제, 가루",45.71,17.14,18.50,5.71,411
"단백질 보충제, 저지방, 가루",50.00,12.00,22.00,4.00,396
"달팽이, 통조림",16.5,1.0,0.8,-,75
"달팽이, 생것",16.10,1.40,2.00,0,90
"대나무, 추출",0,0.1,0.2,-,2
"메뚜기, 성충, 생것",24.29,2.26,1.86,0,125
"삼백초, 말린것",12.1,3.8,67.0,-,301
"삼백초, 잎, 말린것",12.8,4.1,59.6,-,278
"삼백초, 줄기, 말린것",4.9,1.5,71.1,-,278
"솔잎, 생것",4.5,3.9,32.9,-,161
"솔잎, 추출",0.1,-,2.1,-,8
"송화, 가루",17.4,8.6,63.2,-,340
"수세미, 수액",0.8,-,0.7,-,4
"쌍별귀뚜라미, 성충, 생것",22.45,0,3.39,0,130
"인삼, 백삼, 말린것",15.7,0.5,69.8,-,316
"인삼, 수삼, 생것",4.12,0.76,18.85,8.10,90
"인삼, 수삼, 삶은것",3.54,0.69,18.23,9.18,86
"인삼, 홍삼, 말린것",13.02,1.24,68.25,8.30,309
"인삼, 홍삼, 추출",0.33,0.01,3.32,1.19,15
"장수풍뎅이, 유충, 말린것",44.62,27.21,19.55,0,502
"치자꽃, 생것",1.3,0.1,14.9,-,66
"팽창제, 베이킹파우더",0.10,0,24.10,0,51
"팽창제, 효모, 말린것",37.1,6.8,43.1,0.1,307
프로폴리스,0.5,50.3,46.9,-,642
"흰점박이 꽃무지, 유충, 생것",15.78,5.20,2.90,0,122
"흰점박이 꽃무지, 유충, 말린것",54.13,18.52,19.99,0.18,463
